,Time,etcHigh,etcLow,etcOpen,etcClose,etcVolume,etcReturns
141,2017-11-12 12:00:00,16.794,15.72,15.844,15.931,184402.55,0.0054910376167634275
142,2017-11-12 16:00:00,16.091,14.399,15.969,14.538,217870.64,-0.0896111215479992
143,2017-11-12 20:00:00,15.78,14.475,14.535,15.076,236754.44,0.03722050223598214
144,2017-11-13 00:00:00,15.33,14.11,15.077,14.699,213240.53,-0.02507130065662931
145,2017-11-13 04:00:00,16.377,14.699,14.699,15.101,214355.02,0.027348799238043474
146,2017-11-13 08:00:00,15.498,14.758,15.121,15.47,144560.39,0.023080484094967275
147,2017-11-13 12:00:00,15.988,14.828,15.491,15.185,138790.58,-0.019753405203021056
148,2017-11-13 16:00:00,15.928,15.1,15.144,15.856,77296.695,0.04701531959852085
149,2017-11-13 20:00:00,17.8,15.785,15.85,17.051,319056.53,0.0757728706624605
150,2017-11-14 00:00:00,18.4,17.001,17.052,17.312,345254.4,0.015247478301665585
151,2017-11-14 04:00:00,17.458,16.45,17.33,16.7,158701.45,-0.03635314483554524
152,2017-11-14 08:00:00,17.159,16.07,16.7,16.753,159603.8,0.003173652694610828
153,2017-11-14 12:00:00,17.146,16.627,16.76,16.925,85070.53,0.00984486873508348
154,2017-11-14 16:00:00,18.022,16.7,16.924,17.405,234219.45,0.028421177026707732
155,2017-11-14 20:00:00,17.563,17.002,17.405,17.33,74903.82,-0.0043091065785695395
156,2017-11-15 00:00:00,17.86,17.33,17.35,17.452,58564.094,0.005878962536023072
157,2017-11-15 04:00:00,17.689,17.111,17.448,17.114,65057.06,-0.019142595139844086
158,2017-11-15 08:00:00,17.28,16.56,17.114,16.701,116810.64,-0.024132289353745486
159,2017-11-15 12:00:00,16.909,16.5,16.677,16.896,51127.31,0.013131858247886383
160,2017-11-15 16:00:00,17.34,16.677,16.853,17.16,67591.9,0.018216341304218748
161,2017-11-15 20:00:00,17.18,16.711,17.16,16.824,49267.98,-0.019580419580419495
162,2017-11-16 00:00:00,17.148,16.742,16.82,16.742,69457.86,-0.0046373365041616765
163,2017-11-16 04:00:00,16.832,16.163,16.742,16.644,110397.53,-0.0058535419902044274
164,2017-11-16 08:00:00,16.843,16.1,16.645,16.791,114273.82,0.00877140282367082
165,2017-11-16 12:00:00,16.93,16.505,16.809,16.658,78928.266,-0.008983282765185304
166,2017-11-16 16:00:00,17.173,16.581,16.673,16.815,208024.69,0.00851676362982085
167,2017-11-16 20:00:00,17.355,16.647,16.815,16.894,122703.42,0.004698186143324238
168,2017-11-17 00:00:00,17,16.481,16.915,16.488,67545.625,-0.025243866390777393
169,2017-11-17 04:00:00,17.523,16.5,16.534,17.05,214757.58,0.031208419015362393
170,2017-11-17 08:00:00,17.8,16.753,17.05,17.561,103202.01,0.029970674486803472
171,2017-11-17 12:00:00,17.866,16.81,17.561,17.19,118147.305,-0.021126359546722775
172,2017-11-17 16:00:00,17.25,16.85,17.19,17.092,103095.42,-0.005700988947062393
173,2017-11-17 20:00:00,17.115,16.671,17.091,17.115,92160.336,0.0014042478497453253
174,2017-11-18 00:00:00,17.715,16.9,17.115,17.324,88049.21,0.01221151037101976
175,2017-11-18 04:00:00,17.421,17.167,17.278,17.326,29548.76,0.00277809931705069
176,2017-11-18 08:00:00,17.8,17.252,17.354,17.688,78677.65,0.019246283277630498
177,2017-11-18 12:00:00,18.342,17.514,17.688,17.598,151656.36,-0.005088195386702842
178,2017-11-18 16:00:00,17.941,17.52,17.621,17.634,128329.62,0.0007377560864878088
179,2017-11-18 20:00:00,17.725,17.48,17.62,17.66,34070.895,0.002270147559591325
180,2017-11-19 00:00:00,18,17.5,17.661,17.758,116762.69,0.005492327727761607
181,2017-11-19 04:00:00,18.068,17.666,17.758,18.009,55332.977,0.014134474602995903
182,2017-11-19 08:00:00,18.093,17.773,18.035,17.882,42673.164,-0.008483504297199816
183,2017-11-19 12:00:00,18.2,17.455,17.883,17.908,83971.484,0.0013979757311414266
184,2017-11-19 16:00:00,18.034,17.601,17.908,17.964,25965.326,0.003127094036184799
185,2017-11-19 20:00:00,18.566,17.906,17.966,18.337,146055,0.020650116887454006
186,2017-11-20 00:00:00,18.42,18,18.322,18.26,73457.63,-0.0033839100534874805
187,2017-11-20 04:00:00,18.789,18.249,18.253,18.673,81571.3,0.023009916178162393
188,2017-11-20 08:00:00,18.733,18.4,18.669,18.689,60510.043,0.001071294659596099
189,2017-11-20 12:00:00,18.89,18.34,18.699,18.648,95499.28,-0.0027274185785337145
190,2017-11-20 16:00:00,18.85,18.344,18.657,18.505,137477.16,-0.008147076164442355
191,2017-11-20 20:00:00,18.7,16.983,18.505,17.481,242327.69,-0.05533639556876506
192,2017-11-21 00:00:00,17.998,17.21,17.449,17.97,119914.83,0.029858444610006144
193,2017-11-21 04:00:00,18.1,17.891,17.984,18.08,50471.062,0.005338078291814753
194,2017-11-21 08:00:00,18.526,18.078,18.079,18.383,99387.664,0.016815089330161983
195,2017-11-21 12:00:00,18.416,17.823,18.35,17.887,83025.61,-0.025231607629427843
196,2017-11-21 16:00:00,17.987,17.518,17.894,17.615,51665.848,-0.015591818486643564
197,2017-11-21 20:00:00,17.911,17.61,17.614,17.911,20654.686,0.01686158737368006
198,2017-11-22 00:00:00,18.04,17.806,17.899,18.03,30777.365,0.0073188446281915315
199,2017-11-22 04:00:00,18.04,17.823,18.03,17.893,30692.729,-0.007598447032723264
200,2017-11-22 08:00:00,17.902,17.56,17.888,17.8,73816.11,-0.004919499105545671
201,2017-11-22 12:00:00,17.9,17.584,17.8,17.798,43279.637,-0.00011235955056193507
202,2017-11-22 16:00:00,18.178,17.703,17.823,17.961,65418.926,0.007742804241710044
203,2017-11-22 20:00:00,18.124,17.85,17.986,17.911,35716.594,-0.004169909929945473
204,2017-11-23 00:00:00,17.999,17.69,17.913,17.727,54433.875,-0.010383520348350357
205,2017-11-23 04:00:00,18.699,17.608,17.716,18.21,154628.45,0.027884398284037014
206,2017-11-23 08:00:00,18.62,18.099,18.25,18.375,116474.13,0.00684931506849315
207,2017-11-23 12:00:00,18.85,18.295,18.366,18.573,108192.586,0.011270826527278708
208,2017-11-23 16:00:00,18.795,17.9,18.573,17.929,141292,-0.0346739891239973
209,2017-11-23 20:00:00,18.33,17.8,17.923,18.182,101020.97,0.014450705797020609
210,2017-11-24 00:00:00,18.204,17.67,18.18,17.823,83141.086,-0.0196369636963696
211,2017-11-24 04:00:00,18.259,17.594,17.826,18.031,91778.98,0.011500056097834527
212,2017-11-24 08:00:00,18.52,17.95,18.031,18.47,174123.45,0.024346958016748937
213,2017-11-24 12:00:00,20.5,18.45,18.47,19.8,676313.6,0.07200866269626431
214,2017-11-24 16:00:00,21.388,19.571,19.814,20.93,309349.3,0.05632381144645199
215,2017-11-24 20:00:00,21.628,19.957,20.886,20.4,386266.56,-0.023269175524274665
216,2017-11-25 00:00:00,21.574,20.157,20.4,20.828,167837.16,0.020980392156862787
217,2017-11-25 04:00:00,21.464,20.376,20.828,21.391,130203.55,0.027030919915498313
218,2017-11-25 08:00:00,22.76,21.094,21.367,22.237,333676.84,0.04071699349464115
219,2017-11-25 12:00:00,22.281,21.778,22.21,22.17,111018.305,-0.0018009905447996014
220,2017-11-25 16:00:00,22.215,21.249,22.16,21.339,102402.67,-0.03704873646209393
221,2017-11-25 20:00:00,21.561,20.786,21.337,21.183,97670.18,-0.007217509490556307
222,2017-11-26 00:00:00,21.36,20.711,21.182,21.174,99723.664,-0.0003776791615522198
223,2017-11-26 04:00:00,21.991,21.066,21.168,21.773,97999.266,0.02858087679516253
224,2017-11-26 08:00:00,22,21.399,21.753,21.41,111850.62,-0.01576794005424539
225,2017-11-26 12:00:00,21.875,21.3,21.409,21.516,105902.64,0.004997898080246594
226,2017-11-26 16:00:00,21.99,21.4,21.513,21.801,56019.402,0.01338725421837943
227,2017-11-26 20:00:00,21.9,21.3,21.801,21.664,57920.797,-0.006284115407549971
228,2017-11-27 00:00:00,22.5,21.664,21.664,22.154,121350.9,0.022618168389955614
229,2017-11-27 04:00:00,22.187,20.823,22.187,21.649,211172.56,-0.024248433767521532
230,2017-11-27 08:00:00,25.609,21.475,21.649,25,1276495,0.15478775001154782
231,2017-11-27 12:00:00,25.363,23.921,25,25.36,356635.9,0.014399999999999977
232,2017-11-27 16:00:00,25.84,24.504,25.295,24.678,239991.86,-0.024392172366080288
233,2017-11-27 20:00:00,28.27,24.507,24.607,28.149,702439.4,0.14394278050961115
234,2017-11-28 00:00:00,28.44,27.1,28.101,28.19,261208.06,0.0031671470766165685
235,2017-11-28 04:00:00,31.8,27.5,28.19,30.823,1120486.1,0.09340191557289816
236,2017-11-28 08:00:00,33,29.4,30.822,32.099,851394.6,0.04143144507170195
237,2017-11-28 12:00:00,32.2,30.66,32.099,31.823,299168.3,-0.008598398704009354
238,2017-11-28 16:00:00,32.3,31.3,31.751,31.399,179381.25,-0.011086264999527584
239,2017-11-28 20:00:00,31.714,28.161,31.398,29.434,528349.6,-0.06255175488884639
240,2017-11-29 00:00:00,29.997,27,29.439,29.149,401436.4,-0.00985087808689151
241,2017-11-29 04:00:00,30.887,28.647,29.144,29.697,238439.48,0.01897474608838872
242,2017-11-29 08:00:00,30.7,27.55,29.645,28.818,322552.34,-0.027896778546129136
243,2017-11-29 12:00:00,29.304,20.6,28.819,23.79,522466.78,-0.1745029320934106
244,2017-11-29 16:00:00,26.348,21.001,23.75,24.307,714255.7,0.02345263157894731
245,2017-11-29 20:00:00,26.999,24.3,24.323,26.61,266455.62,0.09402623031698389
246,2017-11-30 00:00:00,26.797,23.869,26.6,25.113,235338.95,-0.055902255639097814
247,2017-11-30 04:00:00,26,23.28,25.112,23.96,192470.73,-0.04587448231920984
248,2017-11-30 08:00:00,24.487,21.23,23.924,22.358,413753.25,-0.06545728139107168
249,2017-11-30 12:00:00,26.399,22.134,22.342,26.314,281388.6,0.17778175633336324
250,2017-11-30 16:00:00,27,24.401,26.315,25.958,337854.4,-0.013566406992209875
251,2017-11-30 20:00:00,26.299,24.187,26.07,24.901,148230.38,-0.04484081319524359
252,2017-12-01 00:00:00,25.789,24.085,24.904,24.575,162300.84,-0.013210729200128519
253,2017-12-01 04:00:00,26.324,24.572,24.572,26.075,133800.03,0.06116718215855446
254,2017-12-01 08:00:00,30,25.982,26.01,28.437,555429.5,0.0933102652825836
255,2017-12-01 12:00:00,29.82,28.223,28.442,28.769,139522.39,0.011497081780465445
256,2017-12-01 16:00:00,30.5,28.785,28.875,29.765,171559.02,0.03082251082251084
257,2017-12-01 20:00:00,30.758,29.447,29.793,30.163,155015.06,0.01241902460309472
258,2017-12-02 00:00:00,30.276,28.517,30.132,29.94,139858.14,-0.006371963361210678
259,2017-12-02 04:00:00,30.5,27.7,29.94,29.278,239004.02,-0.02211088844355386
260,2017-12-02 08:00:00,29.65,28.001,29.354,28.268,145388.23,-0.03699666144307415
261,2017-12-02 12:00:00,29.449,28.2,28.255,28.949,71256.016,0.02456202442045665
262,2017-12-02 16:00:00,29.417,28.716,28.949,28.87,48834.1,-0.002728937096272777
263,2017-12-02 20:00:00,29.15,28.21,28.87,28.85,49058.02,-0.0006927606511949973
264,2017-12-03 00:00:00,29.759,28.606,28.849,29.399,80580.55,0.019064785607820052
265,2017-12-03 04:00:00,30.2,29.136,29.399,29.96,100046.12,0.01908228171026225
266,2017-12-03 08:00:00,30.624,29.6,29.979,30.572,141300.7,0.019780513025784714
267,2017-12-03 12:00:00,31,30,30.572,30.269,95423.92,-0.00991102970037946
268,2017-12-03 16:00:00,30.539,27.187,30.268,28.901,240007.6,-0.04516320866922165
269,2017-12-03 20:00:00,29.388,28.53,28.901,28.966,49397.055,0.002249057126051046
270,2017-12-04 00:00:00,29.589,28.765,28.915,29.537,42000.844,0.021511326301227734
271,2017-12-04 04:00:00,29.752,27.898,29.537,28.318,79063.29,-0.041270271185292945
272,2017-12-04 08:00:00,28.861,27.31,28.383,28.514,111080.77,0.004615438819011389
273,2017-12-04 12:00:00,28.681,27.811,28.586,28.497,67734.26,-0.003113412159798455
274,2017-12-04 16:00:00,29.324,28.413,28.416,29.239,59866.023,0.02896255630630632
275,2017-12-04 20:00:00,29.298,28.35,29.242,28.528,76488.79,-0.024416934546200746
276,2017-12-05 00:00:00,29.027,28.121,28.528,28.956,73832.87,0.015002804262478998
277,2017-12-05 04:00:00,29.1,28.224,28.957,28.61,72100.305,-0.011983285561349631
278,2017-12-05 08:00:00,28.709,28.121,28.551,28.247,68114.234,-0.010647613043325926
279,2017-12-05 12:00:00,29.49,27.75,28.2,28.526,174249.39,0.011560283687943282
280,2017-12-05 16:00:00,29.13,27.8,28.516,27.921,61301.03,-0.020865479029316836
281,2017-12-05 20:00:00,28.146,26.312,27.977,27.042,208961.73,-0.03342030953997922
282,2017-12-06 00:00:00,27.6,26.6,27.052,26.627,133017.12,-0.0157104835132338
283,2017-12-06 04:00:00,27.18,26.1,26.627,26.531,115278.92,-0.003605362977428929
284,2017-12-06 08:00:00,27.25,26.2,26.471,26.385,94972.81,-0.003248838351403367
285,2017-12-06 12:00:00,27.97,26.3,26.386,26.636,75372.445,0.00947472144318957
286,2017-12-06 16:00:00,26.641,23.703,26.637,24.874,211368.2,-0.06618613207193008
287,2017-12-06 20:00:00,25.921,23.735,24.85,25.159,158181.89,0.01243460764587515
288,2017-12-07 00:00:00,25.636,24.808,25.223,25.04,59498.594,-0.007255282876739477
289,2017-12-07 04:00:00,25.383,23.8,25.035,24.01,108950.58,-0.040942680247653226
290,2017-12-07 08:00:00,27.4,23.901,24.009,24.207,220836.55,0.008246907409721371
291,2017-12-07 12:00:00,24.999,23.161,24.149,24.921,107004.28,0.031968197440887754
292,2017-12-07 16:00:00,25.295,23.133,24.851,23.335,124455.2,-0.06100358134481503
293,2017-12-07 20:00:00,24.991,22.077,23.331,23.963,243938.16,0.027088423128027152
294,2017-12-08 00:00:00,24.8,23.001,23.963,23.999,189033.72,0.001502316070608764
295,2017-12-08 04:00:00,24.899,23.42,23.991,24.117,217716.86,0.00525196948855826
296,2017-12-08 08:00:00,26.5,24,24.11,25.8,230682.5,0.07009539610120287
297,2017-12-08 12:00:00,26.598,25.141,25.949,26.256,192789.9,0.0118308990712551
298,2017-12-08 16:00:00,27.846,25.392,26.264,27.758,180382.33,0.05688394760889429
299,2017-12-08 20:00:00,28,26.58,27.713,27.801,273500.34,0.0031754050445638297
300,2017-12-09 00:00:00,28.6,27.001,27.828,28.55,192962.72,0.025945091274974894
301,2017-12-09 04:00:00,31.277,27.002,28.55,27.871,554525.9,-0.023782837127845957
302,2017-12-09 08:00:00,29.15,27.57,27.9,27.89,148621.64,-0.00035842293906802907
303,2017-12-09 12:00:00,28.144,24.686,27.877,26.611,376949.1,-0.04541378197080024
304,2017-12-09 16:00:00,27.926,26.56,26.56,27.685,83836.555,0.04235692771084337
