,Time,zecHigh,zecLow,zecOpen,zecClose,zecVolume,zecReturns
0,2017-10-20 01:00:00,230.98,225.91,230.46,229.1,1054.9308,-0.005901240996268392
1,2017-10-20 05:00:00,229.41,225.96,229.1,226.76,787.00385,-0.010213880401571382
2,2017-10-20 09:00:00,235.39,225.9,226.44,229.99,2631.7227,0.015677442148030435
3,2017-10-20 13:00:00,232,225.71,229.99,226.52,1794.9323,-0.01508761250489151
4,2017-10-20 17:00:00,228,220.88,227.2,221.83,3031.3672,-0.023635563380281586
5,2017-10-20 21:00:00,224.02,220.82,221.13,220.83,694.44775,-0.001356668023334613
6,2017-10-21 01:00:00,222.27,217.5,221.05,217.7,1174.0586,-0.015154942320742016
7,2017-10-21 05:00:00,218.71,210.34,217.68,212.41,4004.9272,-0.02420984932010295
8,2017-10-21 09:00:00,220,207,213.32,210.06,4087.9429,-0.015282205137821072
9,2017-10-21 13:00:00,215,208,211.79,210,3474.1157,-0.00845176826101323
10,2017-10-21 17:00:00,213.7,209.01,210.38,211.08,635.84863,0.003327312482175193
11,2017-10-21 21:00:00,217.27,212.07,213.09,214.01,1412.5382,0.004317424562391419
12,2017-10-22 01:00:00,215.5,209,214.54,210.24,1005.83704,-0.020042882446163805
13,2017-10-22 05:00:00,212.51,208.01,210.88,209.69,725.5021,-0.0056430197268588665
14,2017-10-22 09:00:00,219.79,208,209.8,215.4,2690.7046,0.026692087702573853
15,2017-10-22 13:00:00,216.14,211.02,215.03,212.44,563.5342,-0.012044830953820413
16,2017-10-22 17:00:00,214.57,210,212.5,213.18,1145.3624,0.0032000000000000322
17,2017-10-22 21:00:00,213.32,210,212.73,210,632.57745,-0.012833168805528088
18,2017-10-23 01:00:00,212.23,207,210,207,1828.8359,-0.014285714285714285
19,2017-10-23 05:00:00,207.77,204,207,206.66,3045.449,-0.0016425120772947024
20,2017-10-23 09:00:00,206.76,198.01,206.76,200.53,3083.2668,-0.03013155349197132
21,2017-10-23 13:00:00,209.5,198.81,200.54,208.47,2651.3801,0.03954323327017058
22,2017-10-23 17:00:00,212.89,203.06,208.47,204.72,3518.678,-0.017988199740969924
23,2017-10-23 21:00:00,225,201.65,204.88,215.6,6677.6367,0.05232331120655993
24,2017-10-24 01:00:00,219.7,213.55,215.39,217.15,1489.9723,0.00817122429082139
25,2017-10-24 05:00:00,219.38,214.11,216.42,217.51,2129.5808,0.005036503095832194
26,2017-10-24 09:00:00,227.88,216.01,217.59,224,5427.336,0.029459074405992908
27,2017-10-24 13:00:00,225.45,216.05,224.1,217.64,1530.4424,-0.028826416778224045
28,2017-10-24 17:00:00,218.8,214,217.63,214.99,1865.9263,-0.012130680512796886
29,2017-10-24 21:00:00,216.09,207,214.99,214.66,2167.3818,-0.0015349551141914158
30,2017-10-25 01:00:00,214.99,210.12,214.7,213.35,1827.8832,-0.006287843502561688
31,2017-10-25 05:00:00,214.78,207,212.13,209.91,874.28827,-0.010465280724084283
32,2017-10-25 09:00:00,228.66,207.62,209.91,221.22,6600.0635,0.05388023438616551
33,2017-10-25 13:00:00,226.19,211,221.2,226,6599.8438,0.02169981916817365
34,2017-10-25 17:00:00,226.39,215.75,225.54,215.76,1792.1869,-0.04336259643522214
35,2017-10-25 21:00:00,224,215.75,215.95,219.43,1428.2213,0.016114841398471955
36,2017-10-26 01:00:00,220.5,217.96,218.97,220.19,1121.6953,0.005571539480294099
37,2017-10-26 05:00:00,226.89,218.34,220.18,225.47,1732.7466,0.024025797075120318
38,2017-10-26 09:00:00,226.74,220.2,225.49,225.98,2979.0234,0.0021730453678654514
39,2017-10-26 13:00:00,229.8,222,225.99,229.8,3740.3093,0.016859153059869916
40,2017-10-26 17:00:00,237.4,228.84,229.4,233.3,5734.2666,0.01700087183958154
41,2017-10-26 21:00:00,245.84,220.38,233.3,231.21,144146.61,-0.008958422631804557
42,2017-10-27 01:00:00,243.5,224.62,230.3,235.35,49599.32,0.021927920104211823
43,2017-10-27 05:00:00,256.7,234.24,235.34,248.1,16928.799,0.05421942721169368
44,2017-10-27 09:00:00,252,236.43,247.1,251.8,12300.876,0.019020639417240054
45,2017-10-27 13:00:00,251.99,242.01,251.8,243.15,5073.2646,-0.03435266084193807
46,2017-10-27 17:00:00,245.34,241.52,243,243.55,1834.9542,0.0022633744855967545
47,2017-10-27 21:00:00,244.9,235.31,243.06,237,4733.098,-0.024932115527030372
48,2017-10-28 01:00:00,244.87,235.95,237.63,243,2399.8784,0.02259815679838406
49,2017-10-28 05:00:00,243.01,230.51,243,234.61,6360.3496,-0.03452674897119336
50,2017-10-28 09:00:00,236.5,229.18,234.83,234.03,2726.6736,-0.003406719754716226
51,2017-10-28 13:00:00,237,231.81,233.69,235.7,1518.1932,0.008601138260088112
52,2017-10-28 17:00:00,235.7,227.77,235.5,230.36,1984.4177,-0.021825902335456417
53,2017-10-28 21:00:00,232.27,225,229.14,229,2914.5974,-0.0006109801867853118
54,2017-10-29 01:00:00,232.99,228.45,229,229.66,2218.569,0.0028820960698689806
55,2017-10-29 05:00:00,231.43,222.79,229.65,231.21,4280.453,0.006792945787067286
56,2017-10-29 09:00:00,239.31,229.43,231.24,237.92,4599.3115,0.028887735685867402
57,2017-10-29 13:00:00,239.38,232.66,237.03,234.96,1702.7021,-0.008733071763067937
58,2017-10-29 17:00:00,240,232,234.5,233.27,2928.9033,-0.005245202558635351
59,2017-10-29 21:00:00,234.29,231.07,233.28,231.12,1046.7358,-0.009259259259259245
60,2017-10-30 01:00:00,233,230.18,231.5,232.18,1732.8619,0.0029373650107991653
61,2017-10-30 05:00:00,234.4,230.44,231.17,232.02,2864.562,0.0036769477008263304
62,2017-10-30 09:00:00,247.5,232,232,241.87,12541.814,0.04254310344827588
63,2017-10-30 13:00:00,243.43,237.68,241.82,240.25,2380.2957,-0.00649243238772638
64,2017-10-30 17:00:00,243.53,238.8,240.8,239.29,2160.2844,-0.0062707641196014085
65,2017-10-30 21:00:00,239.96,237.01,239.93,237.13,1119.4943,-0.0116700704372109
66,2017-10-31 01:00:00,239.4,236.25,237.21,236.78,1450.9584,-0.001812739766451696
67,2017-10-31 05:00:00,239.4,235.5,236.66,235.8,1665.708,-0.0036339051804275555
68,2017-10-31 09:00:00,238.78,228.99,235.89,232.58,4525.4487,-0.01403196405104063
69,2017-10-31 13:00:00,235.36,232,232.57,232.19,993.5718,-0.0016339166702497977
70,2017-10-31 17:00:00,234.99,232.11,232.57,233,674.5275,0.001848905705809033
71,2017-10-31 21:00:00,234.02,228.01,232.96,228.88,1632.6442,-0.017513736263736316
72,2017-11-01 01:00:00,229.92,226,229.46,229.05,2031.6661,-0.0017868038002266042
73,2017-11-01 05:00:00,232.52,221.51,229.5,224.17,6515.8706,-0.02322440087145975
74,2017-11-01 09:00:00,229.42,220.21,224.02,229.2,2659.8013,0.02312293545219167
75,2017-11-01 13:00:00,229.38,224.69,228.66,224.69,973.24316,-0.017362022216391142
76,2017-11-01 17:00:00,225.4,216.2,224.69,222.01,4057.5474,-0.011927544617027936
77,2017-11-01 21:00:00,222.9,214,222.01,218.14,4730.1846,-0.01743164722309808
78,2017-11-02 01:00:00,219.46,211.61,218,212.71,3584.4104,-0.024266055045871524
79,2017-11-02 05:00:00,222.82,210,212.07,222,3309.7104,0.04682416183335694
80,2017-11-02 09:00:00,221.99,213,221.05,216.32,2488.7927,-0.021397873784211797
81,2017-11-02 13:00:00,221.78,215.43,216.25,218.13,1466.3623,0.008693641618497089
