,Time,xmrHigh,xmrLow,xmrOpen,xmrClose,xmrVolume,xmrReturns
0,2017-10-20 01:00:00,89.997,88.17,88.722,89.197,3505.481,0.005353801762809772
1,2017-10-20 05:00:00,92.669,88.698,89.573,89.204,7562.997,-0.0041195449521619215
2,2017-10-20 09:00:00,93.239,88.989,89.023,92.225,4909.593,0.035968232928569
3,2017-10-20 13:00:00,92.33,90.121,92.247,91.416,1252.0646,-0.009008423038147615
4,2017-10-20 17:00:00,92,89.313,91.288,89.901,2309.621,-0.015193672771886782
5,2017-10-20 21:00:00,89.976,88.372,89.892,88.717,1237.1508,-0.013071241044809296
6,2017-10-21 01:00:00,89.162,82.1,88.746,86.743,12548.157,-0.02257003132535551
7,2017-10-21 05:00:00,88.19,85.914,86.839,87,2817.679,0.001854005688688278
8,2017-10-21 09:00:00,87.89,86.154,87.212,86.629,991.02325,-0.006684859881667642
9,2017-10-21 13:00:00,88.536,85.913,86.63,88.289,4164.3564,0.01915040978875685
10,2017-10-21 17:00:00,88.998,87.317,88.298,87.797,1129.502,-0.005673967700287716
11,2017-10-21 21:00:00,89.246,87.12,87.843,87.122,2733.5737,-0.008207825324727112
12,2017-10-22 01:00:00,88.556,86.11,87.49,87.045,3140.372,-0.005086295576637252
13,2017-10-22 05:00:00,87.578,84.856,86.9,86.001,1925.9459,-0.010345224395857317
14,2017-10-22 09:00:00,88.9,86,86.033,86.623,6203.2764,0.006857833621982302
15,2017-10-22 13:00:00,87.07,85.5,86.72,85.65,3735.2322,-0.012338560885608777
16,2017-10-22 17:00:00,87.25,84.868,85.651,86.429,3828.5596,0.009083373223897045
17,2017-10-22 21:00:00,86.595,85.373,86.592,85.79,2432.6367,-0.009261825572801096
18,2017-10-23 01:00:00,87.1,84.871,85.807,84.951,4596.7373,-0.009975876094025065
19,2017-10-23 05:00:00,85.805,83.771,84.953,85.372,3594.0059,0.004932138947417948
20,2017-10-23 09:00:00,85.363,81.516,85.363,83.855,5854.2607,-0.01766573339737352
21,2017-10-23 13:00:00,87,82.916,83.914,86.058,4379.72,0.025549967824201034
22,2017-10-23 17:00:00,86.959,84.121,86.088,85.478,4214.6436,-0.007085772697704668
23,2017-10-23 21:00:00,88.512,81.799,85.275,87.883,14815.02,0.030583406625622863
24,2017-10-24 01:00:00,89.967,87.484,87.983,89.967,5495.582,0.022549810758896543
25,2017-10-24 05:00:00,91.025,88.173,89.967,90.104,5330.627,0.0015227805750997639
26,2017-10-24 09:00:00,92.078,88.611,89.921,91.212,5790.4834,0.014357046741028199
27,2017-10-24 13:00:00,91.682,88.49,91.101,89.307,2621.919,-0.019692429281786116
