,Time,ltcHigh,ltcLow,ltcOpen,ltcClose,ltcVolume,ltcReturns
0,2017-10-20 01:00:00,60.129,58.49,59.648,58.776,40887.727,-0.014619098712446349
1,2017-10-20 05:00:00,59.166,58.111,58.683,58.604,26738.463,-0.0013462161102874874
2,2017-10-20 09:00:00,62.988,58.415,58.588,60.949,143045.03,0.04029835461186586
3,2017-10-20 13:00:00,61.938,60.514,60.949,61.495,61802.496,0.008958309406224867
4,2017-10-20 17:00:00,61.809,59.789,61.496,59.98,52146.41,-0.024652009886821993
5,2017-10-20 21:00:00,60.379,59.26,59.994,60.037,32141.271,0.0007167383405007044
6,2017-10-21 01:00:00,60.058,56.05,60.037,58.493,104174.55,-0.02571747422422834
7,2017-10-21 05:00:00,59.263,56.942,58.521,59,37033.81,0.008185095948462931
8,2017-10-21 09:00:00,59.001,56.998,59,57,43614.71,-0.03389830508474576
9,2017-10-21 13:00:00,58.19,55.351,56.998,57.789,46871.688,0.013877679918593705
10,2017-10-21 17:00:00,58.651,57.571,57.841,58.014,16546.445,0.002990957970989468
11,2017-10-21 21:00:00,58.577,57.554,58.124,57.719,27862.277,-0.006967861812676366
12,2017-10-22 01:00:00,57.799,56.326,57.798,57.013,20291.791,-0.013581784836845629
13,2017-10-22 05:00:00,57.037,55.637,57.013,56.367,18614.455,-0.011330749127392013
14,2017-10-22 09:00:00,57.396,55.851,56.399,57.285,20795.594,0.015709498395361544
15,2017-10-22 13:00:00,57.272,56.111,57.152,56.185,21134.277,-0.016919792833146673
16,2017-10-22 17:00:00,56.803,54.752,56.212,56.422,65316.965,0.0037358571123602387
17,2017-10-22 21:00:00,56.348,55.287,56.348,55.355,25235.64,-0.017622630794349437
18,2017-10-23 01:00:00,55.784,54.087,55.355,54.1,36950.188,-0.022671845361755857
19,2017-10-23 05:00:00,55.65,52.9,54.1,54.937,69752.87,0.015471349353049836
20,2017-10-23 09:00:00,55.056,51.174,54.935,53.523,187643.22,-0.02570310366797122
21,2017-10-23 13:00:00,54.98,52.709,53.495,54.567,48316.91,0.020039256005234186
22,2017-10-23 17:00:00,56.016,53.871,54.567,54.562,53099.49,-9.16304726300247e-05
23,2017-10-23 21:00:00,58.836,51.9,54.562,56.009,145494.88,0.02652028884571685
