,Time,btcHigh,btcLow,btcOpen,btcClose,btcVolume,btcReturns,ethHigh,ethLow,ethOpen,ethClose,ethVolume,ethReturns,etcHigh,etcLow,etcOpen,etcClose,etcVolume,etcReturns,ltcHigh,ltcLow,ltcOpen,ltcClose,ltcVolume,ltcReturns,dashHigh,dashLow,dashOpen,dashClose,dashVolume,dashReturns,neoHigh,neoLow,neoOpen,neoClose,neoVolume,neoReturns,zecHigh,zecLow,zecOpen,zecClose,zecVolume,zecReturns,xmrHigh,xmrLow,xmrOpen,xmrClose,xmrVolume,xmrReturns
0,2017-09-18 21:00:00,4114,3930.1,4084.3,3978,10027.188,-0.026026491687682143,299,286.01,296.82,288.31,63442.86,-0.02867057475911324,12.269,11.49,12.076,11.767,129132.71,-0.02558794302749263,56.68,53.834,56.263,54.19,88026.695,-0.03684481808648669,336,324,335.15,325.4,1124.3961,-0.02909145158884082,21.288,19.648,21.101,19.98,27114.457,-0.05312544429173967,197.39,187.6,195.61,191.29,2101.5623,-0.02208476049281745,102.63,97.756,101.62,98.619,3718.1133,-0.02953158827002563
1,2017-09-19 01:00:00,3984.7,3836.2,3978,3904.6,8028.317,-0.01845148315736553,289.08,275,288.3,281.1,66778.06,-0.024973985431841792,11.816,11.214,11.782,11.411,52108.67,-0.03148871159395692,54.214,50.926,54.2,52.436,86709.09,-0.03254612546125466,326.36,311.36,325.4,318.12,1634.3922,-0.022372464658881295,20,18.9,19.888,19.201,25054.059,-0.03454344328238139,191.08,181.31,190.59,185.83,2657.8757,-0.024975077391258673,98.405,93.632,98.375,95.702,5079.2246,-0.02717153748411692
2,2017-09-19 05:00:00,4024.8,3891,3904.6,3988.5,6535.8457,0.021487476309993366,289.97,279.7,281.11,287.66,35414.766,0.023300487353704994,11.704,11.385,11.411,11.673,19603.209,0.02296030146350017,56.111,52.331,52.436,56.001,75557.76,0.06798764207796167,328.8,318.93,321.36,326.68,507.35358,0.01655464276823498,20.305,19.2,19.293,19.971,12660.382,0.035142279583268585,191.87,183,185.6,188.5,2208.37,0.01562500000000003,98.646,95.25,95.709,97.498,2540.4094,0.018692077025149165
3,2017-09-19 09:00:00,4030,3939.4,3988.5,4007,6615.426,0.004638335213739501,292.58,283.11,287.7,291.23,38693.227,0.012269725408411643,11.9,11.5,11.671,11.756,49616.336,0.007283009168023379,57.1,53.453,56.013,55.009,145091.95,-0.017924410404727434,329.91,322.46,327.09,328.81,699.3206,0.005258491546669197,21.919,19.801,19.901,20.851,54922.35,0.04773629465855984,191.52,185.35,189.39,190.75,2237.901,0.007180949363746839,98.602,95.415,97.722,98.05,2366.1543,0.0033564601625018214
4,2017-09-19 13:00:00,4040,3870.5,4007,3884.2,9735.735,-0.03064636885450466,292.36,281.18,291.23,282.8,36416.44,-0.02894619373004157,11.828,11.28,11.756,11.356,87576.1,-0.03402517863218785,55.53,52.192,55.009,52.502,83810.91,-0.04557436055918119,329.55,315.2,328.8,321,2133.7485,-0.02372262773722631,21.5,20.022,20.937,20.218,34863.7,-0.034341118593876924,192.43,187,191.11,188.56,3214.3845,-0.01334310083198164,99,96,97.78,96,3862.9941,-0.018204131724279007
5,2017-09-19 17:00:00,3943,3848.8,3886.1,3892.2,6806.5786,0.001569697125652945,286.7,278.01,282.8,282.63,28603.928,-0.0006011315417256574,11.637,11.212,11.365,11.53,39417.02,0.014518257809062837,54.028,51.999,52.58,52.58,87160.43,0.0,329.06,317.25,321,324.46,1182.9648,0.010778816199376883,20.59,19.9,20.2,19.9,17807.867,-0.014851485148514887,190.09,184.34,187.08,188.5,821.1191,0.007590335685268267,100.31,94.999,96.319,97.863,5128.373,0.016030066757337563
6,2017-09-19 21:00:00,3930,3867.3,3892.6,3872.1,3569.7737,-0.00526640291835791,285.01,280.37,282.64,280.99,19563.93,-0.00583781488819692,11.53,11.3,11.53,11.31,40048.14,-0.01908065915004327,53.1,51.613,52.585,51.613,40568.695,-0.018484358657411833,326.43,319.59,323.78,320.46,495.009,-0.010253876088702185,20.05,19.506,19.89,19.831,11380.064,-0.002966314731020666,188.93,186.1,188.61,186.1,349.32388,-0.013307883993425688,98.6,94.021,98.053,94.649,3671.2998,-0.03471591894179675
7,2017-09-20 01:00:00,3974.5,3829,3872.2,3946.7,6992.2124,0.019239708692732813,288.8,277,280.99,285.55,30277.953,0.01622833552795474,11.516,11.15,11.307,11.472,38272.137,0.014592730167153015,53.143,50.951,51.728,52.615,63841.824,0.01714738632848748,328.42,315.98,320.2,328.32,1174.6141,0.025359150530918192,20.6,19.51,19.794,20.39,19773.613,0.030110134384156818,189.5,183,186.14,188.84,1981.543,0.014505211131406561,97.821,92.369,94.62,96.103,6717.6714,0.015673219192559606
8,2017-09-20 05:00:00,3952.6,3885,3946.7,3910.1,2805.4583,-0.009273570324574938,285.92,281.01,285.55,284,17245.621,-0.005428121169672602,11.497,11.309,11.466,11.34,18197.578,-0.010989010989010941,52.933,51.858,52.613,52.414,24587.516,-0.003782335164312966,330.5,324.64,326.98,330.5,1143.1552,0.010765184414948871,20.405,19.685,20.391,20.013,10382.36,-0.018537590113285107,190.34,186.18,188.8,188.32,411.03622,-0.0025423728813560283,96.227,94.065,96,95.68,1549.0535,-0.0033333333333332624
9,2017-09-20 09:00:00,4049,3900.1,3910.2,3997.3,9199.179,0.022275075443711413,294,283.6,284,291.35,32731.76,0.025880281690140925,11.78,11.306,11.34,11.529,77316.87,0.016666666666666673,54.62,51.942,52.34,53.15,75096.95,0.015475735575085883,346.53,330,330.5,342.12,6319.302,0.03515885022692891,20.55,19.782,19.824,20.12,13916.047,0.014931396287328457,195,187.62,188.41,191.5,1421.616,0.016400403375617024,98.605,95.23,95.68,96.831,4044.3787,0.012029682274247451
10,2017-09-20 13:00:00,4044.9,3940,3998.7,3957.1,4561.457,-0.010403381098857106,294,284.25,291.15,287,28806.885,-0.014253821054439215,11.806,11.41,11.54,11.771,70009.58,0.020017331022530473,53.64,52.749,53.15,52.857,32000,-0.005512699905926609,345,341.05,342.57,341.22,1429.0948,-0.0039408004203519455,20.26,19.75,20.096,19.776,9175.476,-0.015923566878980906,194,190.81,191.9,191.52,679.1256,-0.0019801980198019564,98.08,96.424,96.98,96.529,1171.0255,-0.0046504433903898496
11,2017-09-20 17:00:00,3975,3840,3957,3872.4,6107.948,-0.02137983320697496,289.87,283.5,287,283.5,17978.97,-0.012195121951219513,11.8,11.064,11.612,11.218,85791.71,-0.03393041681019636,53.099,51.461,52.776,51.502,19716.582,-0.02413976049719571,350,340.19,342.09,342.81,4545.3745,0.002104709287029809,20.217,19.662,19.897,19.671,11752.088,-0.011358496255716898,193.5,186.84,191.16,187.86,762.1315,-0.01726302573760192,97.479,95.04,96.5,95.233,2253.0088,-0.013129533678756434
12,2017-09-20 21:00:00,3905,3790.1,3874.8,3818.9,9061.446,-0.014426551047796037,286.13,278.71,283.58,280,29953.484,-0.012624303547499768,11.292,11.03,11.238,11.06,53943.184,-0.015839117280654836,52.159,49.878,51.482,50.82,118081.734,-0.012858863292024379,345.25,334.24,342.79,337.12,2031.8893,-0.016540739228098882,19.969,19.048,19.727,19.048,15194.614,-0.034419830688903634,190.3,183.72,189.01,184.82,1504.9863,-0.022168139251891424,96.25,93.342,95.226,93.578,3349.72,-0.017306197887131624
13,2017-09-21 01:00:00,3899.9,3793.6,3819,3889.5,4201.1543,0.018460329929300863,287.01,278.75,280,286.4,16611.213,0.022857142857142777,11.228,11.04,11.059,11.204,22816.895,0.013111492901709139,51.5,50.2,50.82,51.4,41890.117,0.011412829594647744,360,333.71,336.72,358.99,4818.6763,0.06613803753860768,19.451,18.951,19.048,19.303,5017.178,0.013387232255355028,189.12,184,184.42,189.04,789.523,0.025051512851100775,95.024,92.413,93.335,94.575,1200.3683,0.013285477045052865
14,2017-09-21 05:00:00,3899.9,3817.2,3889.5,3853.3,3884.5464,-0.009307108882889785,287.53,280,286.4,283.85,23760.045,-0.008903631284916043,11.246,11.014,11.199,11.102,11739.549,-0.008661487632824318,52.704,50.72,51.4,52.19,73897.086,0.015369649805447454,370,353.6,358.91,363.69,7356.4453,0.013318102031149793,19.398,18.81,19.362,19,9543.348,-0.01869641565953922,189.04,186.01,188.23,186.38,546.0501,-0.009828401423790014,94.836,93.24,94.631,94.164,1123.5468,-0.0049349578890638245
15,2017-09-21 09:00:00,3873.6,3683.1,3854.2,3747.9,11917.08,-0.02758030200819878,284.5,266.08,283.85,272,65714.95,-0.0417474017967237,11.18,10.642,11.102,10.754,68087.15,-0.03134570347685108,52.168,48.263,52.147,49.466,83196.95,-0.05141235353903384,368.9,335.9,363.45,346.53,8287.301,-0.046553858852662035,19.15,17.38,19.014,17.848,34453.418,-0.061323235510676366,192.15,180.01,186.38,181.74,2415.2268,-0.024895375040240298,94.3,89.523,93.85,90.873,6001.64,-0.03172083111347885
16,2017-09-21 13:00:00,3747.4,3599.5,3747.1,3625,17051.047,-0.03258519922073067,272,253,271.98,256.33,93480.9,-0.05754099566144582,10.76,10.07,10.759,10.07,260862.6,-0.06403940886699508,49.5,45.384,49.45,46.042,228943.44,-0.06891809908998991,348.91,324.01,346.6,326.1,7274.928,-0.059145989613387184,18.282,16.562,17.85,16.9,56648.43,-0.05322128851540632,181.75,175.13,181.42,176.96,1683.0991,-0.02458383860654823,90.837,85.206,90.837,85.323,6745.134,-0.060702136794478126
17,2017-09-21 17:00:00,3689,3560,3627.6,3596.7,10592.946,-0.008518028448561057,265.58,251.52,256.34,256.67,63858.043,0.0012873527346494538,10.457,10.02,10.07,10.023,54276.348,-0.0046673286991063155,47.998,44.508,46.111,46.4,184713.39,0.006267484981891555,341.98,320.67,325.81,329.28,5952.795,0.010650379055277525,17.792,16.6,16.904,17.428,21406.848,0.030998580217700005,181.3,173.6,177.28,175.48,1197.3959,-0.010153429602888151,88.39,84.001,85.324,85.9,5879.5127,0.006750738362008434
18,2017-09-21 21:00:00,3691.9,3592.1,3600,3680.6,5059.2783,0.022388888888888864,265.84,256.4,256.71,264.7,24836.064,0.03112461532468548,10.447,10.022,10.046,10.36,29103.484,0.031256221381644446,47.955,46.292,46.332,47.66,47701.66,0.028662695329361908,353,326.86,329.29,351.62,4898.741,0.06781256643080562,17.783,17.155,17.273,17.7,9369.885,0.024720662305332,182,174.72,175.35,180.86,1073.5427,0.031422868548617165,88.899,85.7,85.921,88.445,3160.2468,0.029375821976001054
19,2017-09-22 01:00:00,3748,3659,3681.7,3662.7,6398.5933,-0.005160659477958552,269.5,262.98,264.69,263.37,27329.594,-0.004986965884619718,10.661,10.315,10.37,10.32,58636.43,-0.004821600771456021,48.7,47.5,47.661,47.79,86549.32,0.0027066154717693244,358.47,344.67,351.63,344.7,3473.9934,-0.019708216022523695,18.404,17.699,17.699,17.71,10101.546,0.0006215040397762151,192.5,180.91,180.99,190.57,2393.299,0.05293110116581017,89.881,88.191,88.435,88.361,2386.9878,-0.0008367727709617014
20,2017-09-22 05:00:00,3674.6,3530.6,3662.7,3538.2,9919.321,-0.033991317880252274,263.93,253.03,263.37,254.55,30244.066,-0.03348900785966508,10.35,9.829,10.306,9.851,65118.86,-0.0441490393945273,47.915,44.501,47.772,44.819,113263.93,-0.06181445198023939,348.46,330.68,346.27,333.99,4065.7256,-0.03546365552892244,17.908,17.05,17.71,17.05,9991.774,-0.03726708074534162,204.32,180.01,190.64,181.34,11710.131,-0.04878304657994116,88.278,84,88,84.1,3191.985,-0.04431818181818188
21,2017-09-22 09:00:00,3628.4,3490,3538.1,3519,14872.122,-0.005398377660326139,260.5,253.05,254.14,254.42,35783.68,0.0011017549382230313,10.116,9.7571,9.851,9.82,84293.51,-0.003146888640747191,46.223,44.586,44.819,45.14,117601.77,0.00716214105624842,341,330,331.12,332.22,2830.6768,0.0033220584682291093,17.65,16.992,17.05,17.01,18306.623,-0.0023460410557184248,203.87,180.22,182.47,194.51,8341.889,0.06598344933413708,85.982,83.869,84.099,84.153,1740.4667,0.000642100381693029
22,2017-09-22 13:00:00,3590.2,3514,3520,3586.1,6552.729,0.018778409090909064,260,254.23,254.23,259.57,29065.154,0.021004602131927796,10.069,9.783,9.8086,10.023,40568.69,0.02185836918622428,46.099,45.14,45.14,46,43036.625,0.019051838723969858,340.31,331.66,332.22,338.1,1378.718,0.017699115044247773,19.5,17.217,17.297,18.863,39554.777,0.09053593108631548,203.35,194.5,194.5,197.28,6791.78,0.014293059125964016,86.085,84.652,84.885,85.862,629.31915,0.011509689580019904
23,2017-09-22 17:00:00,3650,3574,3586.1,3602.3,6392.756,0.00451744234683926,264.38,259.17,259.54,262.19,36763.973,0.01021037219696377,10.296,10.003,10.019,10.12,24761.127,0.010080846391855384,48.7,45.841,45.98,47.5,139361.27,0.03305785123966949,345.99,337.7,338.58,342.2,1418.0636,0.010691712446098425,19.105,18.297,18.995,18.55,21740.947,-0.023427217688865503,205.61,195.4,197.19,195.46,2437.35,-0.008773264364318625,88.603,85.781,86.221,87.385,2303.5046,0.0135001913686921
