,Time,dashHigh,dashLow,dashOpen,dashClose,dashVolume,dashReturns
0,2017-09-18 21:00:00,336,324,335.15,325.4,1124.3961,-0.02909145158884082
1,2017-09-19 01:00:00,326.36,311.36,325.4,318.12,1634.3922,-0.022372464658881295
2,2017-09-19 05:00:00,328.8,318.93,321.36,326.68,507.35358,0.01655464276823498
3,2017-09-19 09:00:00,329.91,322.46,327.09,328.81,699.3206,0.005258491546669197
4,2017-09-19 13:00:00,329.55,315.2,328.8,321,2133.7485,-0.02372262773722631
5,2017-09-19 17:00:00,329.06,317.25,321,324.46,1182.9648,0.010778816199376883
6,2017-09-19 21:00:00,326.43,319.59,323.78,320.46,495.009,-0.010253876088702185
7,2017-09-20 01:00:00,328.42,315.98,320.2,328.32,1174.6141,0.025359150530918192
8,2017-09-20 05:00:00,330.5,324.64,326.98,330.5,1143.1552,0.010765184414948871
9,2017-09-20 09:00:00,346.53,330,330.5,342.12,6319.302,0.03515885022692891
10,2017-09-20 13:00:00,345,341.05,342.57,341.22,1429.0948,-0.0039408004203519455
11,2017-09-20 17:00:00,350,340.19,342.09,342.81,4545.3745,0.002104709287029809
12,2017-09-20 21:00:00,345.25,334.24,342.79,337.12,2031.8893,-0.016540739228098882
13,2017-09-21 01:00:00,360,333.71,336.72,358.99,4818.6763,0.06613803753860768
14,2017-09-21 05:00:00,370,353.6,358.91,363.69,7356.4453,0.013318102031149793
15,2017-09-21 09:00:00,368.9,335.9,363.45,346.53,8287.301,-0.046553858852662035
16,2017-09-21 13:00:00,348.91,324.01,346.6,326.1,7274.928,-0.059145989613387184
17,2017-09-21 17:00:00,341.98,320.67,325.81,329.28,5952.795,0.010650379055277525
18,2017-09-21 21:00:00,353,326.86,329.29,351.62,4898.741,0.06781256643080562
19,2017-09-22 01:00:00,358.47,344.67,351.63,344.7,3473.9934,-0.019708216022523695
20,2017-09-22 05:00:00,348.46,330.68,346.27,333.99,4065.7256,-0.03546365552892244
21,2017-09-22 09:00:00,341,330,331.12,332.22,2830.6768,0.0033220584682291093
22,2017-09-22 13:00:00,340.31,331.66,332.22,338.1,1378.718,0.017699115044247773
23,2017-09-22 17:00:00,345.99,337.7,338.58,342.2,1418.0636,0.010691712446098425
24,2017-09-22 21:00:00,344.99,335.27,342.19,343.16,817.28357,0.002834682486338079
25,2017-09-23 01:00:00,354.94,343.26,343.26,351.04,1707.9207,0.02266503525024771
26,2017-09-23 05:00:00,359.03,350.78,351.04,356,2101.5667,0.014129443938012702
27,2017-09-23 09:00:00,356.53,336.25,355.9,343.4,3203.4744,-0.03512222534419781
28,2017-09-23 13:00:00,348.68,342.73,342.95,348.68,3033.7292,0.016707974923458283
29,2017-09-23 17:00:00,352,346.62,348.25,350.93,830.19574,0.00769562096195264
30,2017-09-23 21:00:00,350.95,342.96,350.95,349.26,1692.5332,-0.004815500783587399
31,2017-09-24 01:00:00,349.19,337.77,349.06,341.37,1140.6189,-0.022030596459061472
32,2017-09-24 05:00:00,359.13,340.12,342.11,347.4,3324.9302,0.015462862821899282
33,2017-09-24 09:00:00,354.89,332.56,347.26,344.04,5105.014,-0.009272591142083656
34,2017-09-24 13:00:00,344.76,330.32,341.85,338.7,1732.4867,-0.009214567792891717
35,2017-09-24 17:00:00,339.68,327,339.14,329.88,2840.8333,-0.02730435808220791
36,2017-09-24 21:00:00,340.99,328.96,328.96,336,2069.693,0.021400778210116794
37,2017-09-25 01:00:00,343.92,335.3,336,341.66,2442.2585,0.01684523809523817
38,2017-09-25 05:00:00,341.31,336.62,341.29,340,1315.6327,-0.003779776729467668
39,2017-09-25 09:00:00,348.55,337.62,340.55,346.7,2913.6829,0.01805902217001902
40,2017-09-25 13:00:00,348.43,341,345.96,343.35,2611.1602,-0.007544224765868762
41,2017-09-25 17:00:00,352.01,343.02,343.24,349.09,1963.9641,0.017043468127257797
42,2017-09-25 21:00:00,355.75,342.02,348.09,342.9,2629.898,-0.014909937085236571
43,2017-09-26 01:00:00,344.6,339.05,344.08,343.9,582.54596,-0.0005231341548477297
44,2017-09-26 05:00:00,346,341.69,344.15,345.94,1110.2374,0.005201220398082291
