RowNumber,Returns,Volatility,BTC,ETH,ETC,LTC,DASH,NEO,ZEC,XMR
3269,1.32613867,0.368125391,0.10936905,0.021026765,0.122368847,0.232098002,0.06585811,0.185811159,0.123336971,0.140131096
3270,1.227231176,0.37783882,0.024883497,0.10078598,0.141630939,0.250374157,0.007247443,0.160707615,0.197971798,0.11639857
3271,1.212675724,0.392764353,0.146795895,0.175795927,0.143432911,0.1192732,0.00874028,0.000625194,0.234077779,0.171258813
3272,1.430709505,0.347914782,0.230487662,0.020153111,0.052173635,0.079440383,0.281030081,0.269494554,0.030312742,0.036907832
3273,1.232410499,0.379929159,0.033064103,0.220237267,0.120004425,0.119703075,0.025910217,0.135836423,0.184062561,0.161181929
3274,1.36658752,0.347749276,0.247511312,0.038036073,0.248078366,0.026432039,0.068638699,0.183013947,0.019987257,0.168302307
3275,1.273296431,0.360716408,0.036156398,0.157693814,0.084319907,0.222040761,0.022036984,0.258590713,0.142626961,0.076534462
3276,1.293858685,0.366053738,0.087564679,0.190393804,0.066141404,0.159915681,0.074895229,0.200440737,0.19195278,0.028695685
3277,1.262468414,0.38992091,0.067778741,0.092729736,0.103421673,0.141189973,0.130405698,0.086751641,0.18309948,0.194623057
3278,1.403225717,0.356167726,0.232727046,0.048053515,0.064941687,0.274849052,0.063745735,0.245441325,0.024439384,0.045802256
3279,1.257885711,0.39225249,0.008889219,0.295579405,0.007530481,0.046281573,0.253965314,0.176795815,0.106562931,0.104395262
3280,1.2212965,0.361683912,0.096546377,0.082003071,0.032354359,0.177423399,0.002234679,0.159269775,0.21987645,0.23029189
3281,1.263006861,0.389090896,0.185429987,0.248928881,0.038668061,0.045019011,0.079321099,0.032809786,0.164904817,0.204918357
3282,1.222679555,0.371341592,0.002317588,0.290590149,0.286649008,0.042317306,0.023612095,0.219776543,0.052799271,0.081938039
3283,1.277437559,0.426179206,0.029867041,0.264221334,0.239416752,0.14619335,0.142413438,0.015445824,0.107424328,0.055017933
3284,1.17323147,0.366234463,0.031772121,0.166036469,0.071381799,0.110358413,0.00621435,0.156593714,0.23515405,0.222489084
3285,1.337222256,0.377651036,0.119610218,0.177347283,0.042418345,0.077350874,0.182335506,0.152600724,0.127056193,0.121280857
3286,1.372737952,0.369457806,0.141296779,0.034762338,0.207145611,0.21105132,0.066255158,0.188619373,0.048081495,0.102787926
3287,1.26805996,0.370962179,0.115277697,0.083282538,0.028591737,0.256790577,0.009783118,0.149627882,0.205207857,0.151438593
3288,1.340837073,0.385126337,0.052372341,0.227772211,0.10302911,0.171678452,0.030842401,0.168408622,0.052330258,0.193566606
3289,1.196198823,0.376891319,0.000186001,0.106560231,0.168858361,0.247391917,0.044133135,0.177562512,0.236807632,0.018500212
3290,1.306400818,0.334826047,0.158585391,0.194536523,0.07531551,0.091782704,0.009803466,0.294362575,0.102489324,0.073124508
3291,1.373886722,0.358727254,0.158754132,0.173006516,0.172598716,0.055819784,0.060029207,0.209117845,0.020468767,0.150205033
3292,1.336252691,0.343747189,0.145890414,0.054608503,0.04019522,0.151291506,0.044627159,0.273316156,0.041357079,0.248713962
3293,1.322343478,0.396755932,0.154863903,0.100412724,0.009993353,0.233668127,0.145413279,0.057754459,0.203701481,0.094192674
3294,1.287144104,0.398652334,0.003086553,0.195338251,0.10978832,0.227601924,0.004261226,0.128588243,0.057306971,0.274028511
3295,1.321491679,0.393720535,0.014783027,0.013148158,0.098363946,0.183664378,0.230057789,0.16098629,0.046397729,0.252598684
3296,1.317774519,0.385760923,0.142916063,0.152225776,0.11663032,0.138694053,0.04764188,0.077603476,0.137009646,0.187278786
3297,1.40621854,0.395330194,0.162972197,0.176569438,0.124841314,0.180179078,0.04769209,0.087184698,0.012277667,0.208283519
3298,1.309149856,0.37559052,0.02240014,0.138448185,0.126058831,0.080673671,0.216155705,0.21549621,0.093832757,0.106934501
3299,1.297946534,0.359535561,0.165133742,0.159007464,0.06462507,0.013231417,0.120454804,0.166830398,0.124958038,0.185759066
3300,1.357635105,0.367616467,0.161524795,0.141764628,0.001845096,0.08453816,0.173913791,0.174397201,0.117208163,0.144808166
3301,1.405836083,0.389448965,0.198506164,0.17838378,0.058588587,0.082988653,0.1963422,0.088014291,0.087116575,0.11005975
3302,1.351592998,0.339812073,0.278291432,0.027950812,0.06299965,0.079033248,0.075199367,0.180376794,0.15813674,0.138011957
3303,1.222687665,0.40007295,0.096171672,0.122146794,0.112371624,0.026793205,0.235037785,0.028439447,0.176539607,0.202499866
3304,1.334422203,0.413905948,0.03226671,0.10666244,0.187625116,0.134437535,0.220663541,0.072531526,0.026423085,0.219390048
3305,1.369378305,0.408283261,0.133825698,0.271885666,0.250796836,0.146715592,0.078559156,0.064011837,0.022415156,0.031790059
3306,1.395237753,0.39235331,0.218726091,0.185917259,0.062309444,0.140088545,0.114747049,0.052174957,0.127364793,0.098671862
3307,1.297986776,0.394111129,0.182900361,0.122945256,0.044452569,0.173130368,0.108502324,0.023261113,0.221568619,0.123239391
3308,1.42382787,0.370590452,0.164489395,0.223538557,0.056016664,0.132607626,0.064320224,0.193092777,0.025241041,0.140693716
3309,1.267217081,0.368357656,0.105912034,0.043012699,0.219411388,0.098726021,0.087576619,0.133728735,0.171931723,0.13970078
3310,1.288132525,0.387275379,0.010879125,0.082765041,0.14634194,0.144246867,0.209083129,0.159842864,0.146583371,0.100257663
3311,1.362490165,0.413852243,0.086424149,0.109341632,0.018167418,0.227781576,0.208095174,0.075110723,0.043007563,0.232071766
3312,1.325720434,0.363466339,0.146047469,0.01465348,0.1572398,0.02924524,0.190239202,0.164031077,0.083334086,0.215209645
3313,1.385496407,0.396303625,0.243923442,0.139369731,0.027513556,0.107281362,0.18325272,0.026522477,0.106819126,0.165317585
3314,1.083815522,0.371289506,0.110332454,0.010131496,0.20091044,0.068357363,0.07458917,0.030778128,0.37552933,0.12937162
3315,1.488182735,0.389323449,0.319839701,0.179291214,0.033485627,0.078283242,0.209825395,0.062230385,0.026256157,0.090788279
3316,1.238128498,0.386790315,0.007171562,0.073383203,0.127031169,0.095925912,0.140341994,0.130522417,0.096196421,0.329427323
3317,1.365390648,0.386512131,0.235478498,0.170349225,0.074458673,0.046663299,0.23304653,0.063123953,0.156359384,0.020520438
3318,1.171243156,0.305971522,0.23576734,0.081925123,0.048031497,0.004311806,0.031717674,0.295498575,0.243084372,0.059663612
3319,1.299230084,0.385707389,0.207099527,0.061731333,0.167465258,0.165226613,0.069518048,0.027941387,0.209434692,0.091583142
3320,1.319978741,0.394072052,0.10879354,0.022745539,0.00808919,0.24653208,0.133765083,0.107866316,0.068306291,0.303901961
3321,1.225329754,0.393672122,0.066446378,0.020217355,0.03730105,0.195502354,0.187112828,0.072065734,0.242944426,0.178409875
3322,1.252540462,0.371896208,0.157945984,0.09007024,0.337699344,0.08351342,0.055598147,0.10236539,0.156891318,0.015916157
3323,1.251792785,0.358432367,0.10412069,0.054422884,0.006920037,0.12785827,0.163320511,0.193360356,0.238555026,0.111442226
3324,1.308789368,0.385106646,0.173961374,0.190729208,0.148879522,0.148397739,0.05375003,0.067896165,0.201205357,0.015180604
3325,1.29799704,0.33699556,0.200136979,0.021806967,0.081656189,0.118159599,0.046834862,0.219004366,0.191028347,0.12137269
3326,1.289372986,0.364758697,0.120249023,0.033524982,0.215710216,0.140283307,0.087163145,0.157589575,0.17796126,0.067518492
3327,1.271823084,0.371735807,0.158408159,0.176949418,0.144751867,0.092142704,0.023477778,0.098221394,0.198714398,0.107334282
3328,1.37914002,0.373986074,0.176468328,0.087845236,0.035863617,0.153559972,0.159943293,0.139089691,0.153324099,0.093905764
3329,1.25170497,0.388989292,0.012188041,0.117820143,0.124352326,0.12129873,0.177858963,0.128976956,0.181795247,0.135709593
3330,1.334576382,0.376817791,0.147963247,0.112170743,0.068119852,0.139083017,0.09957339,0.116959775,0.155430472,0.160699504
3331,1.337937092,0.392189859,0.122770095,0.238953649,0.220872092,0.048513007,0.08271305,0.091574191,0.026142119,0.168461796
3332,1.394791054,0.379534027,0.198647354,0.203030476,0.160301832,0.066743486,0.063120527,0.110186188,0.023123575,0.174846561
3333,1.236291949,0.393172732,0.028839106,0.09674255,0.1891987,0.160336175,0.117752871,0.088664986,0.204396426,0.114069187
3334,1.309019308,0.38741993,0.001528769,0.118241933,0.06477549,0.178734322,0.193071123,0.187554777,0.113524031,0.142569554
3335,1.256276344,0.3646826,0.101948245,0.113841567,0.185997504,0.004880998,0.117767945,0.154753267,0.127856833,0.19295364
3336,1.247816565,0.40293601,0.079247143,0.173971769,0.2847166,0.140449762,0.018697347,0.031032715,0.121149803,0.150734861
3337,1.256024121,0.399258257,0.156249892,0.12114095,0.003866615,0.228504874,0.048865643,0.011221283,0.215686657,0.214464085
3338,1.241308268,0.407315112,0.043324412,0.232446685,0.091882084,0.242366044,0.041821321,0.053158181,0.221598944,0.073402329
3339,1.356460877,0.398530767,0.135556326,0.054215867,0.160706576,0.184812297,0.171093196,0.061711395,0.128742516,0.103161827
3340,1.312214163,0.349717567,0.096215981,0.020277277,0.130256603,0.030989954,0.183902212,0.26415959,0.02078889,0.253409493
3341,1.39110155,0.407516798,0.153955366,0.254610201,0.07368306,0.221168002,0.113944442,0.064076856,0.113150429,0.005411645
3342,1.388908679,0.404653115,0.152842313,0.17699757,0.061193805,0.241263587,0.093787933,0.062370297,0.095572495,0.115972
3343,1.315859448,0.372687551,0.190601471,0.116446521,0.07522971,0.026998467,0.173236477,0.104907185,0.140121428,0.172458742
3344,1.320045891,0.370202464,0.179736634,0.171691931,0.035951777,0.129687506,0.023975218,0.118935886,0.1580786,0.181942448
3345,1.239120264,0.377146605,0.075655111,0.195612246,0.086931969,0.015452074,0.239229603,0.152825502,0.194614502,0.039678993
3346,1.377360414,0.329390142,0.287780547,0.020137015,0.000404725,0.110255467,0.125898482,0.2563348,0.140473681,0.058715284
3347,1.293752618,0.371553396,0.050634658,0.165832618,0.172119218,0.136969145,0.055158309,0.189760795,0.126855315,0.102669941
3348,1.402039136,0.362919542,0.167595009,0.163518953,0.188770203,0.0660114,0.092978139,0.201944902,0.015111325,0.10407007
3349,1.297202592,0.366422352,0.115441232,0.019006626,0.167165276,0.155619024,0.079942302,0.153397172,0.164798327,0.14463004
3350,1.188634533,0.358228305,0.184696458,0.071611038,0.091389403,0.045912216,0.049088099,0.090031368,0.262682005,0.204589413
3351,1.20809403,0.363539669,0.086848496,0.036715733,0.190983785,0.059864197,0.086295614,0.134102684,0.203914816,0.201274675
3352,1.371879214,0.386107441,0.119506937,0.15749727,0.092297974,0.176348231,0.052249115,0.128047263,0.051878513,0.222174696
3353,1.388080738,0.39398181,0.173283385,0.179701033,0.159739596,0.177387137,0.017797999,0.075880064,0.026568403,0.189642383
3354,1.274209475,0.391124958,0.061397719,0.054214351,0.139620388,0.130471521,0.157089894,0.090233055,0.147176888,0.219796185
3355,1.32799532,0.363458407,0.135575819,0.067046337,0.238516336,0.020947603,0.234562164,0.19141347,0.10627764,0.005660631
3356,1.310590474,0.38105052,0.048841427,0.186280429,0.15902109,0.07201992,0.165162174,0.16948965,0.105864468,0.093320842
3357,1.345695655,0.417325638,0.069636113,0.097625209,0.15562808,0.126168571,0.267002475,0.047387796,0.040089197,0.19646256
3358,1.374727615,0.399379538,0.245492786,0.177019593,0.092364144,0.045568682,0.159361083,0.015772639,0.022124645,0.242296428
3359,1.265581665,0.41927755,0.088760683,0.131008917,0.001746352,0.207490498,0.219328641,0.002427635,0.202452267,0.146785006
3360,1.227005255,0.388649823,0.075356057,0.063512393,0.228247634,0.084546369,0.158396409,0.06472933,0.21202456,0.113187247
3361,1.373775091,0.399478278,0.185631168,0.164562473,0.003482507,0.112606964,0.21431429,0.056214178,0.096751397,0.166437023
3362,1.290165511,0.368941905,0.058828558,0.135889904,0.108012705,0.043298285,0.158039043,0.195361936,0.091389482,0.209180087
3363,1.316359705,0.415570373,0.072622789,0.139987923,0.113630888,0.164317061,0.212026056,0.034035505,0.129857879,0.1335219
3364,1.30594608,0.365354071,0.234103828,0.033069103,0.112725205,0.147036324,0.095055279,0.089858115,0.253374113,0.034778033
3365,1.264702751,0.39470013,0.142810028,0.128443511,0.233484338,0.0833981,0.084197755,0.017926987,0.159506318,0.150232964
3366,1.315914028,0.371961008,0.170212603,0.164010968,0.040234537,0.076004784,0.113261277,0.119164773,0.166277099,0.15083396
3367,1.377690233,0.354867185,0.194761405,0.086997915,0.199376914,0.130285736,0.053334811,0.200526375,0.084395721,0.050321123
3368,1.313615407,0.405509492,0.092240164,0.185160275,0.156712375,0.11961185,0.111948713,0.043172069,0.096625492,0.194529063
3369,1.435078844,0.388243366,0.147953206,0.095881335,0.181711266,0.129218729,0.173044693,0.128190537,0.014952006,0.129048228
3370,1.329578702,0.376892854,0.099165978,0.125464759,0.061982899,0.11861266,0.152146638,0.153854793,0.138025661,0.150746612
3371,1.272238921,0.38308541,0.036525296,0.11645482,0.027445413,0.149898728,0.207165164,0.162096444,0.190593203,0.109820933
3372,1.263390029,0.385499232,0.031063764,0.224801335,0.072842205,0.087311053,0.08995214,0.139163322,0.116578095,0.238288088
3373,1.286314767,0.37191619,0.041113517,0.141587727,0.18637448,0.010413296,0.20155591,0.200825787,0.071734954,0.14639433
3374,1.488168616,0.398976719,0.26377144,0.072355455,0.007518742,0.240376553,0.229946133,0.079872434,0.038282063,0.067877179
3375,1.366005585,0.417605214,0.1513447,0.1471581,0.073001657,0.149054,0.211642241,0.005542428,0.071458578,0.190798296
3376,1.279820392,0.393953477,0.011424345,0.11075301,0.118524543,0.168700724,0.153061269,0.125284451,0.147821025,0.164430633
3377,1.284690317,0.38006289,0.096267228,0.100832085,0.204471051,0.128015604,0.106320133,0.114721148,0.180951224,0.068421528
3378,1.187402584,0.352949148,0.031622874,0.136173763,0.210575144,0.040986919,0.056705065,0.218326036,0.189630902,0.115979296
3379,1.372666797,0.358695401,0.186185764,0.190233841,0.032836217,0.042402056,0.112469112,0.203776284,0.042493826,0.189602899
3380,1.35581253,0.403017113,0.223775697,0.08098573,0.067058317,0.266946194,0.022776649,0.023586984,0.023978024,0.290892404
3381,1.337145765,0.361237854,0.141787436,0.103943845,0.186664404,0.028519205,0.181385055,0.190132251,0.111102485,0.056465318
3382,1.354928348,0.37897448,0.001899739,0.103123015,0.095539891,0.18791981,0.20119533,0.258933117,0.017533134,0.133855963
3383,1.226379874,0.361430732,0.142890458,0.009938725,0.214168362,0.088385618,0.042407496,0.11247175,0.20400997,0.18572762
3384,1.405066603,0.371880839,0.098094035,0.162077437,0.148975788,0.134885766,0.106281234,0.222102853,0.002900992,0.124681897
3385,1.233980081,0.420397884,0.005821522,0.094996183,0.047465474,0.310123096,0.118236732,0.037386757,0.17187375,0.214096486
3386,1.272903846,0.405874862,0.033385583,0.038596594,0.084076284,0.293395817,0.091791512,0.08596101,0.097242034,0.275551168
3387,1.333338119,0.381556577,0.109367837,0.119606593,0.002635378,0.121634015,0.199671255,0.14664626,0.12318875,0.177249911
3388,1.245112161,0.397983288,0.081662735,0.23882716,0.276803944,0.106151369,0.066138609,0.061104993,0.160928021,0.008383168
3389,1.368468456,0.360447865,0.145007287,0.080152694,0.055878425,0.279147884,0.056899553,0.263880293,0.034940473,0.084093391
3390,1.310640577,0.386328167,0.051841427,0.135055433,0.11997907,0.247728752,0.019749966,0.153530995,0.094976686,0.17713767
3391,1.341774456,0.36828255,0.15700323,0.178508488,0.153701258,0.107900032,0.005548582,0.148321403,0.089384317,0.15963269
3392,1.244830534,0.401104524,0.129617866,0.180369351,0.177954052,0.0572182,0.141276014,0.003409229,0.19652082,0.113634468
3393,1.303868361,0.402150201,0.034138874,0.250349832,0.059926169,0.171132983,0.083761245,0.101656567,0.11208014,0.186954189
3394,1.414664418,0.373930018,0.159422572,0.080751163,0.181378121,0.14108354,0.125501168,0.160697113,0.059746917,0.091419406
3395,1.349583768,0.383948808,0.177101965,0.094770346,0.068099819,0.222895683,0.03135708,0.090238937,0.117666739,0.197869432
3396,1.385296469,0.364068351,0.139304748,0.19186925,0.147684632,0.116460252,0.096400426,0.220210402,0.067511706,0.020558584
3397,1.248235619,0.375600776,0.014185487,0.134072988,0.040711278,0.262763444,0.097683866,0.21357568,0.209700426,0.027306831
3398,1.146256418,0.36739246,0.0430364,0.01053301,0.093522995,0.155945326,0.021183327,0.126237264,0.24611928,0.303422399
3399,1.276079727,0.37688011,0.080154512,0.090460044,0.155381859,0.101070864,0.122742657,0.127876173,0.171728699,0.150585191
3400,1.331626283,0.400740735,0.087175305,0.035197889,0.137879158,0.17672976,0.166052834,0.075028163,0.073465827,0.248471064
3401,1.339736226,0.374269734,0.267998664,0.086924059,0.039617949,0.152973203,0.046909533,0.055754595,0.175915335,0.173906663
3402,1.244857216,0.343630153,0.077472255,0.061396606,0.167376515,0.050793674,0.044998878,0.249050118,0.096685485,0.25222647
3403,1.421356637,0.39554987,0.210953676,0.052322364,0.029170972,0.197449109,0.194242887,0.070974999,0.07121578,0.173670212
3404,1.295577862,0.344134581,0.190741388,0.169253226,0.070509259,0.116478175,0.011623491,0.212864381,0.203219346,0.025310734
3405,1.371598083,0.403256609,0.201004459,0.219536544,0.128437925,0.105845847,0.109527639,0.01463574,0.093130592,0.127881253
3406,1.332016281,0.405775954,0.143517423,0.152463558,0.000108315,0.206070348,0.134191309,0.036725911,0.143142362,0.183780773
3407,1.329219325,0.375498505,0.126202221,0.003396224,0.050790401,0.176532634,0.192273129,0.145555402,0.167558931,0.137691057
3408,1.264118776,0.417820281,0.076293996,0.212731578,0.108848481,0.196878534,0.164852515,0.010545612,0.225504137,0.004345147
3409,1.279633822,0.362809258,0.09254639,0.081252512,0.089480745,0.074448894,0.193554248,0.191322156,0.189871216,0.087523839
3410,1.469381381,0.38150366,0.208286879,0.110757695,0.125268524,0.206871479,0.107486892,0.145533383,0.02077593,0.075019219
3411,1.370612402,0.381504483,0.115209577,0.047302198,0.105813297,0.176116972,0.173814166,0.145155741,0.115753757,0.120834292
3412,1.285640592,0.375934378,0.189501041,0.135510953,0.175666474,0.039854912,0.111499013,0.068826425,0.189465358,0.089675823
3413,1.338847538,0.418513453,0.092002338,0.189064337,0.0339731,0.211768643,0.197412012,0.037218167,0.131576399,0.106985004
3414,1.363859571,0.416734709,0.086038851,0.186400673,0.159563636,0.203747572,0.109132076,0.045259934,0.039605073,0.170252183
3415,1.405162236,0.390959907,0.193829967,0.214393625,0.126505355,0.043723143,0.207313946,0.09104535,0.060469318,0.062719296
3416,1.206442879,0.370859101,0.071273248,0.116864318,0.216826467,0.014076623,0.064730795,0.122829223,0.13578342,0.257615905
3417,1.414134804,0.383720302,0.182831261,0.035876543,0.142964722,0.093975157,0.199768549,0.109512008,0.024217736,0.210854023
3418,1.293309767,0.353434784,0.131534403,0.185455065,0.189781062,0.018109165,0.080292271,0.212844542,0.110344676,0.071638815
3419,1.406013113,0.384465487,0.269885018,0.116318598,0.091405712,0.003238657,0.291044225,0.075925482,0.061188848,0.090993459
3420,1.319774193,0.370686213,0.10059684,0.211389333,0.001409758,0.179415203,0.049672977,0.186744419,0.156541946,0.114229524
3421,1.323286255,0.357189938,0.18891586,0.001318867,0.088759242,0.181226877,0.038402431,0.160422809,0.149106334,0.19184758
3422,1.367847364,0.391514146,0.130101978,0.00708052,0.276317721,0.159209415,0.129053583,0.096732445,0.01449301,0.187011329
3423,1.330168621,0.367847349,0.21189008,0.073146282,0.11852879,0.099869652,0.074603855,0.097983585,0.163000316,0.16097744
3424,1.371858121,0.426640904,0.122775071,0.125329136,0.179103676,0.225189091,0.221146377,0.005606652,0.081313189,0.039536807
3425,1.3016521,0.400470439,0.153815946,0.222718117,0.133898779,0.038521664,0.154663477,0.025553112,0.123071689,0.147757217
3426,1.380966975,0.390757222,0.034238402,0.181189732,0.19264217,0.149380292,0.167976711,0.195021389,0.000249849,0.079301456
3427,1.384110925,0.364914287,0.235418905,0.106932494,0.091926881,0.143315662,0.035403765,0.12630883,0.125037473,0.13565599
3428,1.339995601,0.376693621,0.180622711,0.07191054,0.186169435,0.150655337,0.087382531,0.096724014,0.165315665,0.061219766
3429,1.335447474,0.366521377,0.038958267,0.079103044,0.167963418,0.178787939,0.18244894,0.275136312,0.06243462,0.015167462
3430,1.168084515,0.367439548,0.025945081,0.248650734,0.036506372,0.009988263,0.047186444,0.177467263,0.132353083,0.32190276
3431,1.299110587,0.403522928,0.078322945,0.242044637,0.009398069,0.220900388,0.096424302,0.077042052,0.186709188,0.08915842
3432,1.346033535,0.388507813,0.174110869,0.214279891,0.118408872,0.09107759,0.040993498,0.069541329,0.063951934,0.227636017
3433,1.291396652,0.391069104,0.090759782,0.119022839,0.082184876,0.140325083,0.147916511,0.086029905,0.178905278,0.154855726
3434,1.315341853,0.36227664,0.090491027,0.07163173,0.10546488,0.159261395,0.135666919,0.213802328,0.169262389,0.054419332
3435,1.405005582,0.401385199,0.192437532,0.146520916,0.029516739,0.107540896,0.224348211,0.060908649,0.03445658,0.204270477
3436,1.396824676,0.38988651,0.066437882,0.191520409,0.054225415,0.176857277,0.12792583,0.180198944,0.002516527,0.200317716
3437,1.252864038,0.403285339,0.122573161,0.346430652,0.177505114,0.027000208,0.082098708,0.025546671,0.137844763,0.081000722
3438,1.18864444,0.410748959,0.0260779,0.085809652,0.174235702,0.095983612,0.134530095,0.003819827,0.136778098,0.342765113
3439,1.394990099,0.404229039,0.176366436,0.178137968,0.037080038,0.207432351,0.135410467,0.049101705,0.115892289,0.100578745
3440,1.337450551,0.363190468,0.174872549,0.12831733,0.12981285,0.042414801,0.157360421,0.157492788,0.153132406,0.056596855
3441,1.351350507,0.38836393,0.240061627,0.014568668,0.300436291,0.034622417,0.164342432,0.026096511,0.036600934,0.18327112
3442,1.420750112,0.364202229,0.257914717,0.115802775,0.015153695,0.199143225,0.0155768,0.159137886,0.048734491,0.188536411
3443,1.195610304,0.408200649,0.054659391,0.068288889,0.17525402,0.152291936,0.174207899,0.000429081,0.261505742,0.113363042
3444,1.393532115,0.37954494,0.245409386,0.154157525,0.237461865,0.070596022,0.118142194,0.083456417,0.089678453,0.001098138
3445,1.391895995,0.383155335,0.147267918,0.120622543,0.135297647,0.097585528,0.156510554,0.121487655,0.069417287,0.151810868
3446,1.325282502,0.362603124,0.087398014,0.040919058,0.098743421,0.141961626,0.169432348,0.216127466,0.146717383,0.098700684
3447,1.302621439,0.401983084,0.109189013,0.150119598,0.107402885,0.303250795,0.027770439,0.070933257,0.155212102,0.076121911
3448,1.294462308,0.405047334,0.158390065,0.180277531,0.020609483,0.167938755,0.089690456,0.004954488,0.164336284,0.213802939
3449,1.267466157,0.388176646,0.034060129,0.159004976,0.113149951,0.094540341,0.147759874,0.123243905,0.148567861,0.179672962
3450,1.374759319,0.390314515,0.085311266,0.141811341,0.17846572,0.142619038,0.120372098,0.132913088,0.045683592,0.152823857
3451,1.233574075,0.383254076,0.099547767,0.039069652,0.171214454,0.071622493,0.208136866,0.076836572,0.234097352,0.099474844
3452,1.39587409,0.402102651,0.089973435,0.1551553,0.052565374,0.154008762,0.209156701,0.119323801,0.017392033,0.202424595
3453,1.31960503,0.369783161,0.185811073,0.101533255,0.085504562,0.230753753,0.038333213,0.13261045,0.212588437,0.012865257
3454,1.026672934,0.373388996,0.075828674,0.095948424,0.110433154,0.046892424,0.027049985,0.020093537,0.402522517,0.221231284
3455,1.26356446,0.390948805,0.036593472,0.130958565,0.145892944,0.069411358,0.171922183,0.107790363,0.126343383,0.211087732
3456,1.381344832,0.381980102,0.216238696,0.001689608,0.066839642,0.092874794,0.233338616,0.090703073,0.06713129,0.231184283
3457,1.295615697,0.352521733,0.207125098,0.132420483,0.096161335,0.014912527,0.026284452,0.172752664,0.030593157,0.319750283
3458,1.338584809,0.409106971,0.021256664,0.249148065,0.2321525,0.093140402,0.238581569,0.131431639,0.018694658,0.015594503
3459,1.264249061,0.35185251,0.235898054,0.00048696,0.201738543,0.069657523,0.024566641,0.109241714,0.186121036,0.17228953
3460,1.302075797,0.399939617,0.03558653,0.136190202,0.018277906,0.09289823,0.27604264,0.135918817,0.036078297,0.269007378
3461,1.291745236,0.369685841,0.099596628,0.049870004,0.070694261,0.099404904,0.164465534,0.15855382,0.152755565,0.204659283
3462,1.190557586,0.362574269,0.033182233,0.105706181,0.209104948,0.088891329,0.080747334,0.17985687,0.234875573,0.067635533
3463,1.440875045,0.393488679,0.17650338,0.197770614,0.141833417,0.194545285,0.061898111,0.109875379,0.006453716,0.1111201
3464,1.314349194,0.39812861,0.201276505,0.027422954,0.192930606,0.094029457,0.262391249,0.005886745,0.198865436,0.017197049
3465,1.270091742,0.400462183,0.094519057,0.328940393,0.120525105,0.075100806,0.057510296,0.053428353,0.138041832,0.131934158
3466,1.267428861,0.403549165,0.067816401,0.034812508,0.376154929,0.025808998,0.264702637,0.055604155,0.059406294,0.115694078
3467,1.340447629,0.381431232,0.073709794,0.127984631,0.138660231,0.162816942,0.121190346,0.159312873,0.120840278,0.095484906
3468,1.293982358,0.377466749,0.23323625,0.105562229,0.142695971,0.09854253,0.092733532,0.039163463,0.23691246,0.051153565
3469,1.244884109,0.401562827,0.052980527,0.128795249,0.123558497,0.110938954,0.167495919,0.049726192,0.183318261,0.183186401
3470,1.376738454,0.419726132,0.074026128,0.113843001,0.201096132,0.15618618,0.274691309,0.05806344,0.034289722,0.087804087
3471,1.277823512,0.385096506,0.069352815,0.246621815,0.11123605,0.097672571,0.059145241,0.118456746,0.147030936,0.150483826
3472,1.355336754,0.394911861,0.126679776,0.208395955,0.177157156,0.069025139,0.104176905,0.082706624,0.028288423,0.203570023
3473,1.388472071,0.391398168,0.176532646,0.041324367,0.095830412,0.115626268,0.225532935,0.078909244,0.075007691,0.191236438
3474,1.457678472,0.375848223,0.206091244,0.007795419,0.205432782,0.141682223,0.201066693,0.148840991,0.036464565,0.052626084
3475,1.287798018,0.399992958,0.114145382,0.109061264,0.12723367,0.163079893,0.137641819,0.035766717,0.196236278,0.116834976
3476,1.33795298,0.375506878,0.070994693,0.062355802,0.002311765,0.191274452,0.261851046,0.225037066,0.122046102,0.064129074
3477,1.289161855,0.38149272,0.065354657,0.098481809,0.115245769,0.102861506,0.156088893,0.132902516,0.145773293,0.183291557
3478,1.286288578,0.38567223,0.08529218,0.226490967,0.068077341,0.141101323,0.003276268,0.110820052,0.113011429,0.251930438
3479,1.207950993,0.420484576,0.004643277,0.171993143,0.012596857,0.158326095,0.235251485,0.02343407,0.210431866,0.183323207
3480,1.193197144,0.423998008,0.051199218,0.255266511,0.009607395,0.067285931,0.327394055,0.001390275,0.227959486,0.059897129
3481,1.396956445,0.403527026,0.259426731,0.004597911,0.071107877,0.122745627,0.337551133,0.009506208,0.118658241,0.076406272
3482,1.403377517,0.347312884,0.224338679,0.147176152,0.01059767,0.106951599,0.059640262,0.23982517,0.034292596,0.177177872
3483,1.282304289,0.406431165,0.029938973,0.165157409,0.128141997,0.062470846,0.246281131,0.082386222,0.087081339,0.198542084
3484,1.394093808,0.377622213,0.143946672,0.210117864,0.07681344,0.15874234,0.108492407,0.167016797,0.109918258,0.024952221
3485,1.337115169,0.410999778,0.165950347,0.259352029,0.075292312,0.209482708,0.028205932,0.004998922,0.128431886,0.128285864
3486,1.329477072,0.411124441,0.079930885,0.140882465,0.049807806,0.145706324,0.263479353,0.064047835,0.115118399,0.141026933
3487,1.352743227,0.386842442,0.121090541,0.121743464,0.118669732,0.180903649,0.164368165,0.12383983,0.163091686,0.006292934
3488,1.238842881,0.353995792,0.147854408,0.21167124,0.220430174,0.030162788,0.026726477,0.179170327,0.175926994,0.008057591
3489,1.190415564,0.379541068,0.207759435,0.070794911,0.082783448,0.104639325,0.014368912,0.001755404,0.237647717,0.280250849
