RowNumber,Returns,Volatility,BTC,ETH,ETC,LTC,DASH,NEO,ZEC,XMR
93,1.256246321,0.383235825,0.134830219,0.194935558,0.027573028,0.036335085,0.22760664,0.097522062,0.215973408,0.065224001
94,1.235488408,0.397899329,0.087324831,0.013550433,0.060228772,0.104750046,0.249473616,0.05080122,0.165351486,0.268519596
95,1.348481579,0.357673152,0.196639909,0.090425934,0.102764812,0.072383901,0.162922372,0.169566032,0.180174858,0.025122181
96,1.24030317,0.398212278,0.151909219,0.074839768,0.247359174,0.169303243,0.103308588,0.001397642,0.244901381,0.006980985
97,1.300920328,0.368817041,0.092595638,0.138519768,0.060425171,0.088425458,0.134957328,0.175315373,0.148871314,0.16088995
98,1.255093218,0.367237508,0.041442874,0.222401485,0.11640902,0.047833248,0.18006473,0.223206188,0.160493012,0.008149444
99,1.350099955,0.369465477,0.18227769,0.012787129,0.212146264,0.141099066,0.042700202,0.127082069,0.056084458,0.225823121
100,1.400703487,0.355374522,0.224317489,0.005880515,0.226549685,0.135297851,0.083696626,0.18547924,0.061187242,0.07759135
101,1.404051111,0.382276146,0.161992635,0.136364582,0.092968092,0.093827762,0.170365743,0.126597713,0.066495656,0.151387816
102,1.301895191,0.382009304,0.291850669,0.15781121,0.024755429,0.058200403,0.139599113,0.008336254,0.22441326,0.095033661
103,1.341585886,0.362454334,0.189633809,0.126523459,0.05402987,0.078677912,0.156159184,0.156879572,0.184508803,0.053587391
104,1.197224018,0.386264125,0.001437943,0.060418031,0.23305562,0.154199179,0.036560008,0.104247194,0.162396292,0.247685732
105,1.416456582,0.385335194,0.26873018,0.001829388,0.20172381,0.23598221,0.071186398,0.072546329,0.037161976,0.11083971
106,1.249328979,0.393290023,0.187840578,0.261638985,0.021484504,0.101009802,0.118912136,0.018986564,0.278126286,0.012001144
107,1.279996587,0.364372733,0.16651195,0.176515309,0.079895385,0.05627225,0.027799425,0.128803629,0.144695034,0.219507017
108,1.305683801,0.379521611,0.163236292,0.137645059,0.114500227,0.103927009,0.091757991,0.080538633,0.187785072,0.120609718
109,1.288389121,0.41001599,0.073095103,0.173065077,0.163589205,0.156937776,0.102275254,0.027887236,0.13342112,0.169729229
110,1.190388873,0.378999501,0.148683639,0.102707974,0.18983893,0.092006284,0.007054669,0.031104986,0.242136007,0.18646751
111,1.27577128,0.407004503,0.07600205,0.111262001,0.235212956,0.139556425,0.146633048,0.029130511,0.153976485,0.108226524
112,1.260039989,0.418214305,0.015035068,0.133855447,0.186032125,0.190402795,0.158711415,0.029637533,0.155901071,0.130424547
113,1.233737546,0.364619169,0.048183128,0.037261152,0.069920727,0.089705971,0.257843989,0.206793162,0.221097164,0.069194707
114,1.421192794,0.381491276,0.114472779,0.079140582,0.162509857,0.146178873,0.168019524,0.17184835,0.015862797,0.141967239
115,1.341491287,0.421521188,0.118105606,0.189309208,0.086437217,0.211845508,0.214361162,0.014665902,0.155243937,0.01003146
116,1.258851971,0.38053013,0.187410527,0.156626995,0.079098123,0.098313678,0.046428365,0.042593591,0.219168,0.170360721
117,1.125392957,0.324601368,0.015304591,0.197586554,0.054029788,0.035201723,0.096862242,0.373216312,0.204243661,0.023555129
118,1.220641736,0.340333592,0.108766865,0.020753721,0.20137714,0.078811271,0.064361891,0.226973957,0.2118647,0.087090454
119,1.307625599,0.358243183,0.185932159,0.095057667,0.106666171,0.114785187,0.035059719,0.143568377,0.185056071,0.133874649
120,1.40403215,0.43014844,0.121043796,0.138908023,0.100605659,0.336812708,0.212811558,0.056789257,0.005134342,0.027894657
121,1.373843023,0.362413016,0.182570421,0.015909807,0.031725,0.105722298,0.216441028,0.181272688,0.11633528,0.150023478
122,1.270661812,0.387391605,0.220051044,0.269204462,0.084377329,0.035069873,0.052498237,0.018555215,0.174329169,0.145914671
123,1.240724556,0.370635683,0.153461539,0.145370349,0.045478076,0.029150983,0.215739017,0.118093986,0.25144536,0.04126069
124,1.247495426,0.36313011,0.139881931,0.176676122,0.100421596,0.086733116,0.003195458,0.131720557,0.205295717,0.156075503
125,1.291245258,0.394696416,0.140178263,0.161022891,0.200996045,0.129128731,0.085155856,0.039743283,0.180492322,0.063282609
126,1.272998451,0.405104064,0.030486993,0.205712589,0.073144169,0.097046831,0.216575955,0.084726258,0.141977577,0.150329628
127,1.156829415,0.348403966,0.032854947,0.111351417,0.146127376,0.025477654,0.048954996,0.215287028,0.205499812,0.21444677
128,1.318218516,0.381927933,0.184732295,0.087103542,0.196296787,0.177012235,0.052327389,0.07053645,0.177634578,0.054356724
129,1.419043305,0.390380009,0.17632598,0.132625016,0.077822431,0.063636532,0.257047105,0.114513644,0.017445058,0.160584234
130,1.266895597,0.349998902,0.139203364,0.007227437,0.100040933,0.190862518,0.021306116,0.19780787,0.19959819,0.143953571
131,1.432965396,0.403794231,0.241071519,0.073831461,0.024243621,0.171930848,0.238697072,0.034037776,0.064499436,0.151688268
132,1.339731453,0.375866454,0.120744749,0.15225696,0.087766621,0.170401366,0.053901099,0.14566514,0.138483439,0.130780627
133,1.418322322,0.385963697,0.164308761,0.260588458,0.161048375,0.120170516,0.058734616,0.134560768,0.008656364,0.091932142
134,1.33075285,0.386975842,0.040340621,0.107582709,0.085656558,0.21841749,0.207779214,0.18851265,0.133874506,0.017836251
135,1.415764878,0.390510903,0.196538647,0.193057824,0.015802475,0.122335749,0.145963337,0.09347946,0.05753877,0.175283739
136,1.259356197,0.398829598,0.049577745,0.257002221,0.062196669,0.227426308,0.029577133,0.089473017,0.206223876,0.078523031
137,1.322224058,0.388095159,0.229185096,0.10314121,0.001860616,0.222324957,0.082897148,0.036496589,0.225389522,0.098704861
138,1.365431521,0.38595367,0.092613727,0.136381712,0.082074666,0.195237574,0.089880437,0.145296098,0.081166277,0.177349509
139,1.359883238,0.364079563,0.099567112,0.316480395,0.037496855,0.148792926,0.047422535,0.271100906,0.033692301,0.045446969
140,1.272153734,0.346661226,0.197548002,0.005732565,0.108594135,0.058052955,0.096905325,0.161851166,0.200133747,0.171182103
141,1.308880121,0.363097205,0.228622373,0.036938704,0.123792452,0.177705516,0.042497447,0.10549189,0.228871475,0.056080144
142,1.329056002,0.361661736,0.198830421,0.152889021,0.141649646,0.033290153,0.113799116,0.142265675,0.157143399,0.06013257
143,1.314247733,0.390090601,0.182199077,0.197069822,0.128073233,0.086648396,0.140605169,0.048437618,0.197608471,0.019358214
144,1.163806336,0.380438111,0.028553564,0.13089958,0.118525485,0.013097718,0.203895679,0.11266136,0.238507502,0.153859113
145,1.339928036,0.390890343,0.204420387,0.178220259,0.163028917,0.185381528,0.039208895,0.047042999,0.167453888,0.015243127
146,1.251762281,0.396847426,0.106513867,0.181117748,0.072675693,0.145053742,0.087107136,0.037514879,0.222299468,0.147717468
147,1.276321522,0.364658863,0.143646393,0.251751265,0.122357326,0.096657389,0.005670914,0.154339472,0.190197764,0.035379478
148,1.317960086,0.377171162,0.097012911,0.130895466,0.050135165,0.14899396,0.111148451,0.147821986,0.154078442,0.159913618
149,1.306018705,0.390321507,0.048218378,0.190585119,0.182628836,0.1815341,0.044186626,0.131242016,0.108875087,0.112729838
150,1.43403022,0.397168248,0.253317735,0.101650988,0.004328866,0.276024411,0.11017943,0.061911115,0.074717817,0.117869638
151,1.29445151,0.400335054,0.018291456,0.1791249,0.136667991,0.115710226,0.166042412,0.106806559,0.108552278,0.168804177
152,1.345048264,0.371180045,0.107799331,0.094618985,0.02687519,0.068170043,0.232570914,0.202717146,0.042361635,0.224886756
153,1.230273225,0.375891313,0.10245747,0.17986409,0.201549718,0.015348474,0.111286437,0.105572345,0.188595722,0.095325743
154,1.358642866,0.402152624,0.07695318,0.013297723,0.237246066,0.2473589,0.221515425,0.124882283,0.05673791,0.022008512
155,1.273923556,0.36865874,0.076426543,0.081445429,0.149851443,0.064445306,0.141371601,0.162192365,0.150461923,0.173805391
156,1.432124492,0.350704737,0.264534934,0.082442432,0.176119664,0.114763948,0.087378224,0.20166236,0.066578808,0.00651963
157,1.411728418,0.397638774,0.08123606,0.14551095,0.077332151,0.220661036,0.146115113,0.150699689,0.006202505,0.172242496
158,1.440169792,0.379608308,0.221078172,0.084877735,0.11247582,0.185151108,0.070099918,0.118709686,0.0231591,0.184448461
159,1.43317628,0.378827091,0.233497396,0.118614447,0.182684691,0.130704495,0.058326507,0.104668229,0.017419208,0.154085028
160,1.370735121,0.374285271,0.08680493,0.005574103,0.057461995,0.241864487,0.190263287,0.225549928,0.06068759,0.13179368
161,1.420835215,0.356581865,0.260525854,0.170719586,0.004830711,0.117812504,0.08525862,0.177780288,0.118873648,0.064198789
162,1.369345013,0.380911579,0.119340854,0.05330935,0.151771579,0.146247464,0.142609081,0.134615828,0.088253395,0.16385245
163,1.339957853,0.35482793,0.24180567,0.158764283,0.141879445,0.082614259,0.030651415,0.147179232,0.167753858,0.029351836
164,1.408624917,0.342460769,0.254608483,0.077975193,0.188613905,0.018592237,0.147453792,0.233509058,0.034216585,0.045030747
165,1.366323923,0.397363119,0.091042965,0.134859565,0.079587418,0.15040569,0.191385969,0.108034883,0.086734513,0.157948996
166,1.413144643,0.374090853,0.114626861,0.119993275,0.063077747,0.158126683,0.211884103,0.220000936,0.061050454,0.051239941
167,1.396646328,0.37784611,0.094744745,0.123237025,0.157891137,0.156178869,0.164133338,0.199111469,0.055861456,0.048841961
168,1.284392511,0.425342911,0.033803844,0.393383159,0.246072336,0.121162247,0.09279523,0.042339053,0.051153773,0.019290357
169,1.323011768,0.383815788,0.0951964,0.111679937,0.056597709,0.038769554,0.254297412,0.15583204,0.024204158,0.263422791
170,1.11445751,0.379857416,0.055668659,0.100211023,0.077144089,0.018857568,0.181819362,0.070468695,0.301957989,0.193872615
171,1.382654367,0.37044066,0.14555183,0.127767983,0.160842809,0.09015037,0.154702407,0.171611936,0.098656136,0.05071653
172,1.197996293,0.412922848,0.057483093,0.330517776,0.297172931,0.009404302,0.119289592,0.013029836,0.136003396,0.037099075
173,1.289490442,0.378338684,0.065921773,0.105939089,0.065473899,0.316243889,0.0748168,0.205215368,0.154395233,0.011993949
174,1.366933169,0.35814918,0.129734795,0.140716094,0.141187812,0.042959032,0.126441974,0.22786052,0.03012012,0.160979652
175,1.341779526,0.399741111,0.009329094,0.181604966,0.032822722,0.188751701,0.210150514,0.1663008,0.071574411,0.139465791
176,1.351292307,0.387884739,0.030554246,0.227989929,0.063013105,0.09740706,0.169497336,0.19448591,0.004345639,0.212706775
177,1.402341979,0.35972774,0.160966614,0.03648191,0.03161202,0.162842404,0.133336958,0.235419582,0.004444664,0.234895849
178,1.326348529,0.359814355,0.128234145,0.047068204,0.124444347,0.167367964,0.026910965,0.19273221,0.092048146,0.221194019
179,1.361146447,0.367293849,0.165893882,0.115578644,0.080392844,0.145579043,0.077563588,0.153798982,0.144610414,0.116582604
180,1.412345699,0.392619075,0.175865874,0.117408044,0.176054277,0.110442749,0.152497798,0.078497681,0.04629418,0.142939398
181,1.165132707,0.37887213,0.01784606,0.130038061,0.231961043,0.018194265,0.092245942,0.107514498,0.184255089,0.217945041
182,1.280012026,0.41178181,0.073373645,0.108935726,0.165384412,0.157526079,0.169918766,0.018338534,0.159889167,0.146633672
183,1.22300212,0.378439942,0.060363851,0.168455155,0.180499462,0.070544701,0.01896076,0.110202394,0.141813328,0.249160348
184,1.329950645,0.37673107,0.148851,0.10102689,0.078435914,0.184796646,0.057550836,0.116664221,0.162254243,0.150420251
185,1.282837276,0.382114743,0.093303903,0.193300935,0.038457324,0.004615623,0.227409037,0.148131195,0.071792981,0.222989003
186,1.189275676,0.394682906,0.019532289,0.175834569,0.149080807,0.151895256,0.131948998,0.083163751,0.283650644,0.004893686
187,1.181786887,0.401944872,0.049146569,0.093650289,0.200992002,0.024872833,0.221091758,0.020870181,0.200734645,0.188641722
188,1.24316119,0.360637053,0.060680237,0.127610623,0.05691967,0.13464522,0.140892126,0.216515161,0.240209223,0.02252774
189,1.426384764,0.378061046,0.163579386,0.080298413,0.126780262,0.122913573,0.161097072,0.146555812,0.045962345,0.152813138
190,1.252281394,0.425639692,0.009555594,0.217953032,0.046894816,0.277455722,0.019759511,0.024936713,0.077940402,0.32550421
191,1.336672877,0.391772319,0.194561034,0.126310083,0.094144843,0.216328574,0.03260379,0.042684745,0.158643957,0.134722974
192,1.196641374,0.352408667,0.052854285,0.080603854,0.127764696,0.059270998,0.146943862,0.21644192,0.246532564,0.06958782
193,1.411622951,0.363267017,0.192985983,0.112245421,0.023923081,0.140459669,0.146943253,0.1895195,0.116186122,0.077736971
194,1.318685495,0.383061866,0.082444581,0.264669081,0.235239062,0.102212569,0.066260711,0.161058275,0.068349221,0.019766502
195,1.317478078,0.375363934,0.084492136,0.219710057,0.036062058,0.051032502,0.149220753,0.183689348,0.065078056,0.210715091
196,1.313003342,0.387424984,0.198764425,0.218818007,0.082475631,0.107913797,0.057336121,0.042003254,0.183777955,0.10891081
197,1.293851229,0.415609371,0.075917109,0.187436574,0.008269418,0.198903746,0.149661101,0.030399832,0.140210998,0.209201221
198,1.215034727,0.414558356,0.037245493,0.023211273,0.165925958,0.222244001,0.146447347,0.001997035,0.20212232,0.200806574
199,1.471377231,0.397106042,0.225946762,0.059757589,0.004020093,0.207679556,0.24220882,0.100896629,0.001697123,0.157793429
200,1.356031439,0.358114085,0.243163953,0.030926007,0.067606945,0.145262339,0.117572669,0.136705906,0.212483047,0.046279133
201,1.351341963,0.402105203,0.084444889,0.097974437,0.068174698,0.342179476,0.152334469,0.14584086,0.082129623,0.026921549
202,1.283967849,0.3864129,0.249183193,0.152787642,0.272976773,0.018551802,0.11348423,0.005324907,0.165843715,0.021847739
203,1.325553232,0.389298082,0.047340693,0.116992691,0.189123334,0.254911443,0.025868748,0.162685767,0.034597797,0.168479527
204,1.1409963,0.335095035,0.095493717,0.027444576,0.29152177,0.006263682,0.093151054,0.232973281,0.241784769,0.011367151
205,1.310512942,0.379104832,0.136208426,0.192385421,0.061811386,0.151183011,0.04469629,0.110858076,0.180565698,0.122291691
206,1.452362132,0.375614938,0.218120784,0.202132025,0.079254135,0.166840239,0.040662109,0.150262526,0.025801482,0.1169267
207,1.330030542,0.416919929,0.077700555,0.141193649,0.176544413,0.203032764,0.216554392,0.045456702,0.134188756,0.005328768
208,1.379572426,0.345520019,0.281187963,0.074246413,0.093581017,0.157144476,0.008524442,0.18071913,0.142494244,0.062102315
209,1.344022755,0.36092512,0.214522001,0.091729785,0.097905598,0.194882087,0.028873152,0.149483151,0.187735823,0.034868402
210,1.317434761,0.391542783,0.131960515,0.164776858,0.126194416,0.205890809,0.035785096,0.074984568,0.163497111,0.096910626
211,1.431247672,0.389009887,0.131417333,0.189251717,0.070323566,0.199576946,0.089797891,0.152420808,0.0129257,0.15428604
212,1.242386008,0.419562518,0.024379624,0.205303371,0.126362922,0.250636118,0.003297843,0.016145943,0.125644815,0.248229364
213,1.2002069,0.403548274,0.05225194,0.043277774,0.104241674,0.277754728,0.119772793,0.039945895,0.282493784,0.080261411
214,1.257313161,0.403663444,0.073872697,0.084398868,0.129444209,0.099529459,0.233486997,0.039524817,0.180248613,0.159494341
215,1.334006528,0.397994112,0.105624733,0.171388201,0.120148433,0.141772916,0.088810684,0.070553928,0.08984998,0.211851125
216,1.401890028,0.368420119,0.185185776,0.096011128,0.175751602,0.233647844,0.053151853,0.203732381,0.025241158,0.027278257
217,1.295967937,0.405003776,0.116881791,0.059802217,0.210489902,0.101399325,0.23725964,0.022198583,0.158611069,0.093357473
218,1.262986034,0.36925486,0.071151614,0.106872995,0.169447476,0.056766983,0.128561595,0.158926337,0.159317676,0.148955324
219,1.285516727,0.387642745,0.103062413,0.044065307,0.155228456,0.191436818,0.076504226,0.081133248,0.161323023,0.18724651
220,1.313271862,0.363489209,0.140963792,0.117097382,0.021048418,0.18704942,0.01653501,0.172843047,0.150359103,0.194103828
221,1.422484902,0.376032718,0.271862805,0.218632689,0.108942982,0.107461709,0.00202118,0.098590398,0.014009306,0.178478933
222,1.376848016,0.39058146,0.139144718,0.051681612,0.00927551,0.246239174,0.139308262,0.125641775,0.056925389,0.23178356
